AUN,School District,County,2013-14 Average Daily Membership,2013-14 Weighted Average Daily Membership,Instruction per ADM,Support Services per ADM,Non-Instructional per ADM,Current Exp per ADM,"Facilites, Acquistion & Construction per ADM",Other Financing Uses per ADM,Total Exp per ADM,,,,
125237603,Radnor Township SD,Delaware,3663.20,4192.74,12862.67,6826.74,299.96,19991.32,0.00,2348.04,22337.42,,,,
125237702,Ridley SD,Delaware,5648.19,6557.35,10316.21,4287.36,188.14,14792.51,29.14,1215.99,16036.85,,,,
125237903,Rose Tree Media SD,Delaware,3796.53,4376.85,11548.87,6678.31,391.20,18620.24,0.00,3473.72,22092.10,,,,
125238402,Southeast Delco SD,Delaware,4366.78,5064.82,9345.85,4051.52,178.05,13576.39,0.00,1594.31,15169.73,,,,
125238502,Springfield SD,Delaware,3963.88,4469.99,9187.98,4492.84,356.81,14038.86,0.00,1613.56,15651.20,,,,
125239452,Upper Darby SD,Delaware,12560.24,14184.01,8446.04,3577.76,349.12,12373.23,0.00,721.11,13094.02,,,,
125239603,Wallingford-Swarthmore SD,Delaware,3548.13,4074.94,11029.05,5218.21,398.79,16647.64,64.61,1837.93,18548.59,,,,
125239652,William Penn SD,Delaware,5552.31,6441.53,10060.98,4425.96,218.53,14706.31,0.00,1018.57,15724.04,,,,
109243503,Johnsonburg Area SD,Elk,628.90,728.21,9861.43,5757.20,402.23,16030.66,493.26,1237.22,17751.35,,,,
109246003,Ridgway Area SD,Elk,879.79,1040.59,7811.26,4856.82,272.80,12946.71,0.00,55.31,12996.19,,,,
109248003,Saint Marys Area SD,Elk,2191.09,2568.13,5910.82,3586.97,268.10,9767.65,0.00,2165.43,11931.32,,,,
105251453,Corry Area SD,Erie,2146.12,2525.82,7731.63,4545.61,423.68,12703.24,25.55,1419.19,14145.67,,,,
105252602,Erie City SD,Erie,13576.84,15704.25,8421.71,3466.09,233.67,12121.74,12.07,771.35,12904.89,,,,
105253303,Fairview SD,Erie,1581.95,1847.93,7125.84,4389.77,450.84,11969.50,0.00,2862.57,14829.01,,,,
105253553,Fort LeBoeuf SD,Erie,2149.55,2519.54,7463.76,4053.20,289.76,11808.73,49.35,2039.57,13895.63,,,,
105253903,General McLane SD,Erie,2189.29,2596.32,7171.67,4171.82,338.04,11683.59,0.00,2230.70,13912.23,,,,
105254053,Girard SD,Erie,1865.61,2169.42,7234.06,3504.56,324.78,11065.44,43.40,937.92,12044.72,,,,
105254353,Harbor Creek SD,Erie,2063.98,2418.89,7525.44,3894.89,232.31,11654.64,14.55,2079.80,13747.00,,,,
105256553,Iroquois SD,Erie,1220.26,1435.50,7921.75,3864.78,346.26,12136.25,0.00,1746.57,13879.37,,,,
105257602,Millcreek Township SD,Erie,7211.88,8481.90,7164.76,3934.15,166.57,11266.06,0.00,835.93,12101.41,,,,
105258303,North East SD,Erie,1699.87,1982.22,6990.15,3823.01,331.82,11147.42,0.00,1223.98,12368.95,,,,
105258503,Northwestern SD,Erie,1509.21,1780.45,7773.21,3432.23,273.17,11481.08,0.00,1483.15,12961.77,,,,
105259103,Union City Area SD,Erie,1283.32,1458.83,7427.78,3748.46,455.52,11635.04,212.38,892.30,12736.43,,,,
105259703,Wattsburg Area SD,Erie,1441.27,1697.20,7702.79,5288.80,281.13,13276.59,0.00,1580.77,14853.50,,,,
101260303,Albert Gallatin Area SD,Fayette,3613.85,4252.34,7427.71,4547.58,225.58,12202.20,3.65,1337.37,13541.90,,,,
101260803,Brownsville Area SD,Fayette,1798.41,2100.29,8109.83,4585.08,213.71,12911.29,0.00,23560.91,36469.53,,,,
101261302,Connellsville Area SD,Fayette,4882.38,5734.51,8140.47,4361.74,229.90,12733.05,0.00,1656.43,14388.54,,,,
101262903,Frazier SD,Fayette,1216.93,1394.37,7357.89,4076.57,329.49,11767.57,0.00,1285.73,13049.68,,,,
101264003,Laurel Highlands SD,Fayette,3288.36,3859.30,7857.69,3598.08,198.96,11655.89,0.00,1297.46,12952.19,,,,
101268003,Uniontown Area SD,Fayette,2957.10,3458.16,7803.30,4222.12,186.61,12213.52,0.00,1810.12,14022.15,,,,
106272003,Forest Area SD,Forest,551.27,644.51,11158.22,7920.59,422.33,19516.28,0.00,1692.39,21193.53,,,,
112281302,Chambersburg Area SD,Franklin,9376.18,10923.79,7411.23,3567.17,206.61,11185.41,0.81,4176.82,15362.65,,,,
112282004,Fannett-Metal SD,Franklin,537.96,628.86,7597.14,4940.08,234.84,12781.68,0.00,502.49,13274.56,,,,
112283003,Greencastle-Antrim SD,Franklin,3082.31,3601.91,7236.33,3081.04,199.02,10517.46,7.32,891.78,11415.49,,,,
112286003,Tuscarora SD,Franklin,2630.50,3093.65,7224.94,4147.94,228.51,11603.05,14.55,1229.00,12844.94,,,,
112289003,Waynesboro Area SD,Franklin,4606.23,5221.30,7115.03,2624.19,183.05,9922.88,5.12,2741.09,12668.47,,,,
111291304,Central Fulton SD,Fulton,988.71,1096.13,8075.51,3491.42,946.88,12518.29,5.81,1921.10,14440.71,,,,
111292304,Forbes Road SD,Fulton,407.46,480.90,8804.24,5186.23,291.21,14295.12,0.00,1656.94,15938.62,,,,
111297504,Southern Fulton SD,Fulton,813.19,957.80,7264.32,4177.51,233.90,11681.15,0.00,691.11,12366.83,,,,
101301303,Carmichaels Area SD,Greene,1151.06,1341.19,7583.87,3900.03,417.84,11905.50,0.00,1175.27,13077.02,,,,
101301403,Central Greene SD,Greene,1946.03,2261.86,9029.03,5007.35,345.25,14384.37,12.94,1573.20,15967.77,,,,
101303503,Jefferson-Morgan SD,Greene,829.18,973.11,8903.50,4608.28,435.40,13953.25,0.00,878.08,14825.25,,,,
101306503,Southeastern Greene SD,Greene,607.69,713.28,9171.01,7080.50,408.65,16672.48,0.00,1278.35,17938.50,,,,
101308503,West Greene SD,Greene,744.61,867.19,12175.06,5945.55,398.83,18527.95,0.00,2380.50,20899.94,,,,
111312503,Huntingdon Area SD,Huntingdon,2078.32,2431.57,6665.12,3757.62,216.02,10640.67,36.45,1235.79,11911.01,,,,
111312804,Juniata Valley SD,Huntingdon,768.60,895.05,7564.57,3829.73,430.58,11830.42,0.00,1615.47,13440.35,,,,
111316003,Mount Union Area SD,Huntingdon,1565.69,1830.22,7005.56,3432.98,216.66,10657.53,0.00,1895.42,12550.62,,,,
111317503,Southern Huntingdon County SD,Huntingdon,1312.05,1547.36,6907.29,3663.19,159.03,10732.43,0.00,630.50,11360.02,,,,
128321103,Blairsville-Saltsburg SD,Indiana,1692.15,2001.08,9761.39,5358.28,434.94,15558.03,0.00,2205.99,17760.60,,,,
128323303,Homer-Center SD,Indiana,863.32,1008.08,9941.87,4834.71,410.12,15192.79,0.00,1611.70,16798.41,,,,
128323703,Indiana Area SD,Indiana,2819.53,3285.20,11319.63,4312.01,351.89,15985.19,0.00,1279.73,17263.26,,,,
128325203,Marion Center Area SD,Indiana,1364.65,1607.17,9205.36,5159.05,327.66,14696.09,0.00,1790.66,16482.73,,,,
128326303,Penns Manor Area SD,Indiana,889.58,1027.16,10237.85,5219.61,466.70,15930.55,4.51,1362.62,17291.29,,,,
128327303,Purchase Line SD,Indiana,994.14,1173.57,8718.56,6573.14,297.29,15595.90,369.84,1442.00,17400.83,,,,
128328003,United SD,Indiana,1139.78,1343.19,10604.78,5203.27,334.14,16147.05,0.13,765.41,16907.73,,,,
106330703,Brockway Area SD,Jefferson,1071.35,1245.79,7561.95,4111.25,405.45,12082.87,145.34,351.57,12575.56,,,,
106330803,Brookville Area SD,Jefferson,1631.02,1908.48,7065.99,4456.32,309.15,11834.38,48.40,1519.26,13399.11,,,,
106338003,Punxsutawney Area SD,Jefferson,2361.08,2784.48,9132.19,5015.17,315.45,14465.07,99.02,976.64,15538.46,,,,
111343603,Juniata County SD,Juniata,3052.29,3573.42,6183.27,3135.44,195.34,9515.14,117.79,1788.91,11420.76,,,,
119350303,Abington Heights SD,Lackawanna,3389.48,3875.16,7748.75,3706.32,221.54,11677.77,0.00,1376.83,13053.44,,,,
119351303,Carbondale Area SD,Lackawanna,1762.73,2036.38,8983.79,2945.99,245.63,12177.22,58.48,1167.68,13401.58,,,,
119352203,Dunmore SD,Lackawanna,1596.87,1868.66,7069.34,3085.44,382.86,10539.81,0.00,809.02,11346.65,,,,
119354603,Lakeland SD,Lackawanna,1576.57,1838.38,7610.77,3937.79,427.35,11978.68,0.00,540.17,12516.08,,,,
119355503,Mid Valley SD,Lackawanna,1819.46,2115.24,7025.08,3249.97,375.77,10652.81,9.10,1178.39,11838.31,,,,
119356503,North Pocono SD,Lackawanna,3111.98,3658.83,7918.68,4402.50,296.78,12619.48,52.32,1823.80,14494.09,,,,
119356603,Old Forge SD,Lackawanna,953.25,1112.76,7800.55,3500.08,419.02,11723.75,0.00,919.71,12639.35,,,,
119357003,Riverside SD,Lackawanna,1650.71,1922.39,7908.88,3536.43,297.27,11744.89,0.00,1603.39,13345.96,,,,
119357402,Scranton SD,Lackawanna,10224.27,11539.55,8563.49,3273.41,125.38,11962.62,0.00,1030.00,12992.29,,,,
119358403,Valley View SD,Lackawanna,2569.19,3002.66,6786.06,3359.89,188.09,10335.42,0.00,790.37,11124.42,,,,
113361303,Cocalico SD,Lancaster,3190.79,3658.14,8347.98,4063.76,263.83,12676.92,0.00,2203.41,14878.98,,,,
113361503,Columbia Borough SD,Lancaster,1471.59,1703.24,9176.17,3620.12,310.61,13109.56,0.00,1808.29,14915.18,,,,
113361703,Conestoga Valley SD,Lancaster,4441.14,5207.95,7731.05,3398.44,307.75,11438.07,52.86,1488.01,12978.11,,,,
113362203,Donegal SD,Lancaster,3036.35,3456.90,7719.16,3504.36,193.92,11418.66,0.00,2655.72,14073.16,,,,
113362303,Eastern Lancaster County SD,Lancaster,3200.00,3661.11,7889.39,5002.29,322.09,13215.44,332.18,1242.69,14788.65,,,,
113362403,Elizabethtown Area SD,Lancaster,3977.12,4526.87,7846.20,3703.81,257.33,11808.33,0.00,1187.30,12994.63,,,,
113362603,Ephrata Area SD,Lancaster,4260.00,4793.61,7212.83,3982.95,295.47,11492.25,0.00,2169.98,13661.23,,,,
113363103,Hempfield SD,Lancaster,6907.45,7911.99,9300.08,4133.19,242.64,13676.55,0.00,1418.69,15094.61,,,,
113363603,Lampeter-Strasburg SD,Lancaster,3138.74,3617.34,7691.10,3603.79,259.00,11555.12,0.00,2608.50,14162.39,,,,
113364002,Lancaster SD,Lancaster,11398.76,13148.90,9801.94,4358.23,210.07,14370.64,0.00,2272.90,16643.14,,,,
113364403,Manheim Central SD,Lancaster,3017.80,3546.81,8081.14,3934.15,333.13,12349.84,0.00,1594.79,13943.22,,,,
113364503,Manheim Township SD,Lancaster,5873.41,6776.44,6679.89,3728.82,180.71,10590.09,28.56,2595.74,13213.73,,,,
113365203,Penn Manor SD,Lancaster,5305.57,6098.51,7703.04,3310.07,200.49,11214.26,0.00,1480.30,12693.90,,,,
113365303,Pequea Valley SD,Lancaster,1785.53,2119.71,8727.68,5569.41,360.96,14661.37,0.00,2095.50,16753.55,,,,
113367003,Solanco SD,Lancaster,3770.27,4324.63,7550.99,3623.41,237.19,11412.61,0.00,1316.93,12728.52,,,,
113369003,Warwick SD,Lancaster,4421.33,5096.07,7804.78,3529.51,310.46,11645.62,0.85,2046.83,13692.43,,,,
104372003,Ellwood City Area SD,Lawrence,1963.45,2322.65,7859.67,3972.11,257.93,12091.87,26.61,1031.05,13147.38,,,,
104374003,Laurel SD,Lawrence,1305.97,1548.36,7189.43,4271.44,371.51,11835.93,86.04,882.80,12801.21,,,,
104375003,Mohawk Area SD,Lawrence,1552.43,1819.94,8719.25,3904.13,279.89,12905.97,1590.41,684.19,15177.88,,,,
104375203,Neshannock Township SD,Lawrence,1320.69,1530.69,7570.74,3803.95,409.10,11786.98,0.00,1193.53,12977.32,,,,
104375302,New Castle Area SD,Lawrence,3388.47,3878.87,8548.01,3594.50,229.91,12373.55,0.00,2214.77,14587.19,,,,
104376203,Shenango Area SD,Lawrence,1231.85,1446.31,8200.39,3392.96,426.87,12023.32,52.12,1001.88,13074.22,,,,
104377003,Union Area SD,Lawrence,871.16,1024.88,7380.75,3432.04,360.05,11177.19,0.00,624.55,11797.38,,,,
104378003,Wilmington Area SD,Lawrence,1306.04,1555.03,8439.50,4113.39,401.13,12957.48,251.86,1357.51,14563.39,,,,
113380303,Annville-Cleona SD,Lebanon,1522.00,1753.81,7311.25,4333.60,381.85,12029.80,0.00,7971.03,19997.74,,,,
113381303,Cornwall-Lebanon SD,Lebanon,4757.27,5480.02,8391.32,3732.77,253.40,12378.33,18.49,1145.16,13541.14,,,,
113382303,Eastern Lebanon County SD,Lebanon,2511.83,2840.79,7426.46,3868.36,294.85,11591.33,18.22,1616.67,13224.57,,,,
113384603,Lebanon SD,Lebanon,4917.27,5617.71,6828.92,3481.25,239.93,10550.86,133.46,1133.60,11817.16,,,,
113385003,Northern Lebanon SD,Lebanon,2414.39,2731.92,7704.52,3952.63,211.81,11870.68,0.00,1155.91,13024.87,,,,
113385303,Palmyra Area SD,Lebanon,3463.61,3949.70,6717.88,3178.34,265.73,10162.94,3.12,1855.83,12020.90,,,,
121390302,Allentown City SD,Lehigh,19535.45,21888.38,8149.20,3268.23,166.64,11584.26,0.00,1613.34,13197.42,,,,
121391303,Catasauqua Area SD,Lehigh,1610.98,1838.42,9174.40,4283.37,367.49,13828.14,0.00,2265.54,16090.80,,,,
121392303,East Penn SD,Lehigh,8395.46,9620.07,8448.05,4001.72,208.52,12658.79,0.00,1641.45,14299.74,,,,
121394503,Northern Lehigh SD,Lehigh,1754.52,2064.44,8976.64,4676.87,352.39,14008.77,0.00,1790.95,15796.86,,,,
121394603,Northwestern Lehigh SD,Lehigh,2313.62,2662.38,8682.49,4838.37,331.64,13854.74,11.08,1677.09,15540.67,,,,
121395103,Parkland SD,Lehigh,9457.61,10940.61,8898.46,4258.95,183.78,13341.65,0.00,1463.13,14804.31,,,,
121395603,Salisbury Township SD,Lehigh,1697.51,1975.61,9588.88,6181.10,428.20,16202.08,3.78,1802.89,18004.86,,,,
121395703,Southern Lehigh SD,Lehigh,3140.42,3630.89,9116.11,5633.76,369.45,15121.23,0.00,1945.91,17065.22,,,,
121397803,Whitehall-Coplay SD,Lehigh,4358.59,4991.34,7568.17,3720.15,223.78,11513.01,1.10,1307.81,12821.01,,,,
118401403,Crestwood SD,Luzerne,2960.43,3485.69,7051.96,3021.79,274.71,10349.58,7.00,835.79,11191.25,,,,
118401603,Dallas SD,Luzerne,2731.88,3156.36,6856.77,3521.16,230.25,10609.56,32.91,1621.16,12262.25,,,,
118402603,Greater Nanticoke Area SD,Luzerne,2381.96,2790.52,6638.20,2997.16,304.03,9940.77,61.71,627.65,10628.74,,,,
118403003,Hanover Area SD,Luzerne,2140.57,2490.87,7746.56,3986.02,246.65,11981.21,0.00,1521.99,13501.22,,,,
118403302,Hazleton Area SD,Luzerne,10770.07,12530.94,7256.00,3080.37,161.76,10498.43,12.74,1183.75,11694.62,,,,
118403903,Lake-Lehman SD,Luzerne,1982.92,2333.32,7848.83,3887.33,306.02,12044.30,0.00,1070.26,13112.44,,,,
118406003,Northwest Area SD,Luzerne,1214.39,1435.16,9895.57,4380.96,266.32,14546.67,8.91,798.33,15350.09,,,,
118406602,Pittston Area SD,Luzerne,3487.40,4063.63,7432.74,3890.94,250.09,11574.95,0.00,1027.85,12601.61,,,,
118408852,Wilkes-Barre Area SD,Luzerne,7465.32,8704.80,9237.94,3826.39,279.87,13344.74,0.00,512.63,13856.82,,,,
118409203,Wyoming Area SD,Luzerne,2466.51,2902.72,7811.92,3522.16,255.22,11590.82,0.00,948.15,12537.44,,,,
118409302,Wyoming Valley West SD,Luzerne,5297.91,6205.41,8870.92,3098.27,194.83,12164.64,117.53,670.60,12952.15,,,,
117412003,East Lycoming SD,Lycoming,1668.26,1953.13,7324.78,3812.39,392.91,11532.60,0.00,1726.28,13256.36,,,,
117414003,Jersey Shore Area SD,Lycoming,2699.25,3152.22,8346.55,3785.95,242.17,12376.16,0.00,1346.26,13720.93,,,,
117414203,Loyalsock Township SD,Lycoming,1538.98,1805.08,7104.09,3788.99,335.28,11231.04,0.00,1690.47,12918.83,,,,
117415004,Montgomery Area SD,Lycoming,865.09,1005.28,8943.32,4638.16,422.09,14009.41,0.00,3828.32,17831.88,,,,
117415103,Montoursville Area SD,Lycoming,2016.23,2358.00,7388.55,4056.12,308.21,11755.04,0.00,1290.70,13043.57,,,,
117415303,Muncy SD,Lycoming,1046.21,1214.93,8570.96,4229.88,533.99,13339.38,237.93,1192.63,14765.38,,,,
117416103,South Williamsport Area SD,Lycoming,1316.95,1534.82,7434.38,3483.67,406.34,11327.34,0.00,1389.84,12714.23,,,,
117417202,Williamsport Area SD,Lycoming,5205.30,6047.76,8523.88,4179.74,319.08,13023.57,0.00,3244.79,16267.50,,,,
109420803,Bradford Area SD,McKean,2633.44,3077.21,7867.63,4548.99,324.52,12742.98,0.00,1014.46,13755.59,,,,
109422303,Kane Area SD,McKean,1227.46,1438.10,7762.17,3999.98,373.85,12139.56,0.00,710.12,12846.12,,,,
109426003,Otto-Eldred SD,McKean,720.57,826.25,8105.80,4716.71,379.48,13209.06,0.00,2005.61,15207.60,,,,
109426303,Port Allegany SD,McKean,894.97,1039.37,9423.51,4103.44,430.16,13962.18,0.00,1464.79,15421.90,,,,
109427503,Smethport Area SD,McKean,872.30,1028.70,9033.14,5210.91,469.58,14720.14,0.00,1776.59,16490.21,,,,
104431304,Commodore Perry SD,Mercer,517.47,610.34,8869.38,4968.93,409.21,14257.91,0.00,870.46,15117.98,,,,
104432503,Farrell Area SD,Mercer,835.70,970.37,10665.15,5311.70,1155.50,17140.09,0.00,1370.81,18503.16,,,,
104432803,Greenville Area SD,Mercer,1444.80,1706.13,7337.13,3370.23,573.78,11283.86,71.96,1383.88,12736.97,,,,
104432903,Grove City Area SD,Mercer,2147.69,2479.15,10524.31,4054.45,394.75,14975.58,19.11,1289.96,16282.58,,,,
104433303,Hermitage SD,Mercer,2122.54,2487.73,8081.06,3363.22,379.87,11825.91,0.00,1383.71,13207.85,,,,
104433604,Jamestown Area SD,Mercer,541.81,639.85,8005.48,5621.57,316.61,13954.61,0.00,1380.51,15324.16,,,,
104433903,Lakeview SD,Mercer,1215.08,1435.47,7997.66,3845.98,299.01,12146.05,0.00,1072.29,13214.93,,,,
104435003,Mercer Area SD,Mercer,1248.15,1474.69,7176.94,3934.40,385.94,11500.74,0.00,1346.83,12844.11,,,,
104435303,Reynolds SD,Mercer,1172.60,1391.43,9311.19,4722.15,416.95,14454.68,0.00,1241.15,15691.44,,,,
104435603,Sharon City SD,Mercer,2215.39,2565.99,7702.08,2986.06,410.27,11099.95,0.00,2154.95,13253.36,,,,
104435703,Sharpsville Area SD,Mercer,1300.38,1493.22,6528.08,3620.99,292.44,10444.52,0.00,796.88,11238.39,,,,
104437503,West Middlesex Area SD,Mercer,1004.63,1191.62,7813.89,4167.93,424.01,12410.41,0.00,1573.93,13979.77,,,,
111444602,Mifflin County SD,Mifflin,5404.31,6342.96,6824.87,3730.02,169.00,10724.60,0.00,1699.01,12422.90,,,,
120452003,East Stroudsburg Area SD,Monroe,7448.00,8842.23,10418.59,6066.12,312.82,16798.40,0.00,5734.41,22531.95,,,,
120455203,Pleasant Valley SD,Monroe,5397.85,6411.92,10434.43,4802.86,223.86,15462.08,0.00,1631.99,17093.15,,,,
120455403,Pocono Mountain SD,Monroe,10267.06,12207.43,9940.71,5448.19,229.73,15619.18,112.96,2334.04,18065.62,,,,
120456003,Stroudsburg Area SD,Monroe,5299.86,6280.61,10352.41,5141.92,204.84,15700.18,0.00,2537.60,18236.77,,,,
123460302,Abington SD,Montgomery,7730.86,8999.49,9747.60,5817.35,228.94,15794.68,10.23,1175.81,16979.94,,,,
123460504,Bryn Athyn SD,Montgomery,11.87,15.29,23113.75,2632.63,0.00,25968.20,0.00,0.00,25746.38,,,,
123461302,Cheltenham Township SD,Montgomery,4642.32,5428.78,11992.48,6738.98,495.91,19228.93,22.61,2029.74,21279.72,,,,
123461602,Colonial SD,Montgomery,4795.23,5602.71,12896.41,5617.06,286.79,18801.49,0.00,1448.63,20248.89,,,,
123463603,Hatboro-Horsham SD,Montgomery,4844.43,5615.39,10492.15,5523.35,267.69,16284.39,0.50,1503.42,17787.11,,,,
123463803,Jenkintown SD,Montgomery,640.50,745.40,13080.72,6364.86,468.65,19924.90,0.00,1799.69,21713.92,,,,
123464502,Lower Merion SD,Montgomery,7901.98,9040.46,15072.87,7903.24,558.31,23535.50,0.00,3886.47,27420.90,,,,
123464603,Lower Moreland Township SD,Montgomery,2163.03,2551.07,10822.09,5384.37,358.86,16567.97,0.00,3179.05,19744.36,,,,
123465303,Methacton SD,Montgomery,5093.37,5868.95,10472.83,5860.99,274.65,16609.67,0.00,1974.35,18582.81,,,,
123465602,Norristown Area SD,Montgomery,7663.54,8791.50,10807.50,5810.44,197.94,16816.66,0.00,821.79,17637.67,,,,
123465702,North Penn SD,Montgomery,12858.49,14661.95,10316.91,4756.03,202.15,15275.48,37.21,1385.18,16697.48,,,,
123466103,Perkiomen Valley SD,Montgomery,5939.80,6783.06,8933.52,4753.47,233.64,13921.47,0.00,1682.08,15602.70,,,,
123466303,Pottsgrove SD,Montgomery,3328.60,3888.00,10282.00,5351.79,306.56,15942.05,0.00,1749.49,17689.84,,,,
123466403,Pottstown SD,Montgomery,3328.15,3765.13,9698.08,4746.44,277.85,14723.88,456.85,706.85,15886.07,,,,
123467103,Souderton Area SD,Montgomery,6869.30,7885.53,9159.67,4743.73,160.54,14064.65,68.15,1648.88,15780.97,,,,
123467203,Springfield Township SD,Montgomery,2253.94,2602.13,10668.10,6933.19,365.60,17970.13,0.00,2537.12,20504.01,,,,
123467303,Spring-Ford Area SD,Montgomery,8076.04,9161.70,8975.80,4417.36,257.47,13651.21,0.00,2782.10,16432.73,,,,
123468303,Upper Dublin SD,Montgomery,4287.09,5062.42,10738.39,5244.37,364.14,16348.22,0.00,2995.16,19342.07,,,,
123468402,Upper Merion Area SD,Montgomery,4010.03,4495.82,10981.72,6068.00,390.61,17441.95,1.99,5282.06,22724.39,,,,
123468503,Upper Moreland Township SD,Montgomery,3127.71,3666.58,9387.95,5084.39,240.30,14714.34,0.00,2272.85,16985.49,,,,
123468603,Upper Perkiomen SD,Montgomery,3372.74,3815.84,9434.19,4107.83,240.93,13784.24,0.00,960.54,14743.50,,,,
123469303,Wissahickon SD,Montgomery,4508.58,5282.06,11933.37,5653.04,340.22,17927.96,0.00,1401.80,19328.43,,,,
116471803,Danville Area SD,Montour,2396.70,2802.52,7861.18,4131.38,257.99,12252.38,79.11,802.52,13132.18,,,,
120480803,Bangor Area SD,Northampton,3140.01,3705.80,9029.96,4817.87,370.51,14219.98,0.00,1566.91,15785.24,,,,
120481002,Bethlehem Area SD,Northampton,15550.94,17899.49,8829.33,3716.60,168.41,12714.59,0.58,1566.31,14281.23,,,,
120483302,Easton Area SD,Northampton,9385.03,10604.43,8621.54,3708.81,374.94,12705.74,0.00,1573.16,14278.46,,,,
120484803,Nazareth Area SD,Northampton,4740.35,5579.86,8321.28,4187.26,315.72,12825.20,0.00,1758.81,14583.07,,,,
120484903,Northampton Area SD,Northampton,5759.50,6746.43,8666.17,4483.75,235.76,13386.50,0.06,1588.17,14973.91,,,,
120485603,Pen Argyl Area SD,Northampton,1760.22,2063.99,8290.18,4869.53,472.32,13635.07,0.00,688.08,14320.11,,,,
120486003,Saucon Valley SD,Northampton,2391.81,2756.21,9339.54,5030.82,418.63,14791.26,0.00,1726.38,16515.36,,,,
120488603,Wilson Area SD,Northampton,2296.31,2621.14,8138.17,4394.40,387.36,12922.00,0.00,2286.19,15206.11,,,,
116493503,Line Mountain SD,Northumberland,1264.58,1474.56,7026.51,4904.22,276.97,12211.80,3.31,7727.25,19938.25,,,,
116495003,Milton Area SD,Northumberland,2166.70,2520.99,8452.32,3791.51,292.11,12537.83,0.00,1099.81,13635.75,,,,
116495103,Mount Carmel Area SD,Northumberland,1581.00,1844.19,7112.52,2488.62,171.87,9774.70,0.00,1188.10,10961.11,,,,
116496503,Shamokin Area SD,Northumberland,2463.89,2884.90,6962.80,3642.92,184.49,10791.77,0.00,28.27,10818.49,,,,
116496603,Shikellamy SD,Northumberland,2980.53,3458.88,8576.68,3105.02,182.59,11865.39,0.00,1186.24,13050.52,,,,
116498003,Warrior Run SD,Northumberland,1609.46,1879.30,7409.54,3651.00,279.22,11342.21,352.94,812.39,12505.09,,,,
115503004,Greenwood SD,Perry,795.06,929.38,8103.91,4664.24,393.59,13168.10,9.98,1808.85,14980.57,,,,
115504003,Newport SD,Perry,1119.58,1308.18,9170.02,3812.91,329.91,13316.55,0.00,1684.82,14997.67,,,,
115506003,Susquenita SD,Perry,1799.31,2106.41,8417.54,4592.43,285.97,13298.65,0.00,2432.82,15728.77,,,,
115508003,West Perry SD,Perry,2650.70,3113.01,7382.90,4029.74,134.40,11548.61,94.76,1021.83,12663.63,,,,
126515001,Philadelphia City SD,Philadelphia,203229.20,234694.00,9260.98,2809.44,52.23,12122.66,0.00,1336.24,13458.89,,,,
120522003,Delaware Valley SD,Pike,4883.65,5748.18,9023.50,3987.25,378.70,13390.35,0.00,958.37,14347.82,,,,
119648303,Wallenpaupack Area SD,Pike,3305.55,3943.85,10930.63,5420.29,672.07,17024.83,0.00,1915.01,18938.00,,,,
109530304,Austin Area SD,Potter,188.26,217.17,14221.77,7325.01,390.62,21978.38,0.00,1017.68,22955.08,,,,
109531304,Coudersport Area SD,Potter,802.71,942.21,7937.43,4417.64,392.62,12753.68,0.00,1885.68,14633.37,,,,
109532804,Galeton Area SD,Potter,374.45,430.06,10958.03,5799.18,558.62,17332.80,0.00,1200.91,18516.73,,,,
109535504,Northern Potter SD,Potter,562.31,652.76,9820.44,5187.97,253.18,15271.27,178.48,371.49,15811.56,,,,
109537504,Oswayo Valley SD,Potter,465.06,543.30,9361.43,5638.97,537.23,15550.91,0.00,1580.33,17117.97,,,,
129540803,Blue Mountain SD,Schuylkill,2830.28,3322.11,6726.71,4064.49,356.01,11148.77,0.00,6249.28,17396.49,,,,
129544503,Mahanoy Area SD,Schuylkill,1108.89,1295.67,8251.78,4793.25,398.55,13448.26,20.30,1394.97,14858.85,,,,
129544703,Minersville Area SD,Schuylkill,1323.95,1506.19,6956.33,3657.94,298.13,10915.39,31.93,1049.90,11994.22,,,,
129545003,North Schuylkill SD,Schuylkill,2049.22,2380.94,7597.05,3538.13,271.74,11408.78,0.00,591.34,11998.26,,,,
129546003,Pine Grove Area SD,Schuylkill,1645.93,1914.00,6948.07,3902.40,285.51,11138.53,0.00,1231.93,12367.91,,,,
129546103,Pottsville Area SD,Schuylkill,2789.22,3266.37,8664.76,4316.56,369.98,13352.97,2.15,443.54,13796.98,,,,
129546803,Saint Clair Area SD,Schuylkill,866.34,999.60,8640.60,2605.93,213.38,11463.17,0.00,284.65,11744.57,,,,
129547303,Schuylkill Haven Area SD,Schuylkill,1280.85,1511.64,7254.54,3923.89,376.04,11557.82,174.85,1640.92,13370.24,,,,
129547203,Shenandoah Valley SD,Schuylkill,1150.68,1336.20,8393.98,3188.96,278.63,11864.58,0.00,5808.39,17669.96,,,,
129547603,Tamaqua Area SD,Schuylkill,2170.69,2454.96,7260.35,3668.67,212.12,11142.93,252.46,946.00,12339.61,,,,
129547803,Tri-Valley SD,Schuylkill,887.73,1033.70,8309.33,4957.85,364.72,13637.90,6601.35,2063.59,22296.85,,,,
129548803,Williams Valley SD,Schuylkill,1076.35,1249.09,8119.06,3495.15,322.31,11940.06,0.03,168.45,12104.99,,,,
116555003,Midd-West SD,Snyder,2336.25,2721.94,7506.64,3681.44,164.50,11354.22,0.00,2314.16,13666.74,,,,
