AUN,School District,County,2017-18 Average Daily Membership,2017-18 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Current Exp
per ADM","Facilites, Acquistion & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM",AIE per WADM
127045303,Midland Borough SD,Beaver,388.54,448.06,9249.92,3512.48,93.48,12855.88,0.00,533.69,13389.57,7792.59
127045653,New Brighton Area SD,Beaver,1451.33,1698.56,9686.36,4992.29,449.70,15128.35,0.00,1141.78,16270.13,8680.19
127045853,Riverside Beaver County SD,Beaver,1484.83,1746.94,9296.00,5026.94,359.42,14682.36,0.00,2245.03,16927.39,9822.86
127046903,Rochester Area SD,Beaver,781.05,906.12,13836.38,5779.85,519.91,20136.14,0.00,1564.14,21700.28,12831.88
127047404,South Side Area SD,Beaver,1048.58,1233.03,12403.37,7273.75,585.12,20262.24,130.18,1339.93,21732.35,12661.34
127049303,Western Beaver County SD,Beaver,768.27,893.65,10366.65,5531.86,378.78,16277.30,29.98,780.38,17087.66,9849.15
108051003,Bedford Area SD,Bedford,1988.92,2354.17,8756.17,4814.65,294.31,13865.13,0.00,1626.48,15491.61,8065.91
108051503,Chestnut Ridge SD,Bedford,1429.48,1688.61,8557.42,4666.80,317.64,13541.86,0.00,1153.54,14695.40,7303.48
108053003,Everett Area SD,Bedford,1275.68,1497.34,8507.47,4745.21,336.62,13589.29,87.04,2269.00,15945.33,7482.46
108056004,Northern Bedford County SD,Bedford,902.83,1041.67,9047.66,4213.75,365.51,13626.92,0.00,1027.00,14653.92,8067.05
108058003,Tussey Mountain SD,Bedford,918.59,1071.01,9735.96,5576.10,444.79,15756.84,11.26,2494.09,18262.19,8982.15
114060503,Antietam SD,Berks,1152.29,1336.74,9705.38,5046.54,344.07,15095.98,0.00,1437.38,16533.37,9804.52
114060753,Boyertown Area SD,Berks,7110.89,8118.81,10117.02,4574.32,220.26,14911.61,3.17,1089.52,16004.29,9839.77
114060853,Brandywine Heights Area SD,Berks,1422.78,1680.86,12318.56,6458.37,459.95,19236.88,38.91,3398.91,22674.70,12386.61
114061103,Conrad Weiser Area SD,Berks,2545.02,2993.00,11937.94,5099.71,376.14,17413.80,0.00,1983.25,19397.05,10157.24
114061503,Daniel Boone Area SD,Berks,3457.12,4019.79,9577.35,4245.36,218.98,14041.69,0.00,5797.84,19839.53,8907.74
114062003,Exeter Township SD,Berks,4011.68,4739.39,10471.09,4867.31,375.11,15713.51,106.42,4162.53,19982.46,10152.40
114062503,Fleetwood Area SD,Berks,2525.80,2994.11,10593.16,5024.86,286.56,15904.58,0.00,2253.94,18158.52,9980.16
114063003,Governor Mifflin SD,Berks,4225.68,4993.15,9674.09,4528.91,413.09,14616.09,3.41,1775.77,16395.27,9608.81
114063503,Hamburg Area SD,Berks,2213.00,2607.89,10501.14,5344.13,374.78,16220.05,27.56,2886.57,19134.18,10226.41
114064003,Kutztown Area SD,Berks,1369.61,1617.29,13565.08,7229.67,552.06,21346.80,150.32,2212.09,23709.21,13993.37
114065503,Muhlenberg SD,Berks,3877.39,4551.59,8906.40,4258.45,393.80,13558.65,0.00,1891.58,15450.23,8675.58
114066503,Oley Valley SD,Berks,1691.61,2003.64,10705.93,6242.44,444.71,17393.08,0.00,1746.67,19139.75,11085.50
114067002,Reading SD,Berks,18712.83,21366.24,8316.04,3767.85,160.69,12244.58,171.40,1195.86,13611.84,6882.16
114067503,Schuylkill Valley SD,Berks,2086.03,2438.41,11241.01,4625.88,599.24,16466.13,0.00,1785.82,18251.95,10761.49
114068003,Tulpehocken Area SD,Berks,1467.58,1717.68,12228.50,6119.09,329.14,18676.74,0.00,2356.62,21033.36,11937.43
114068103,Twin Valley SD,Berks,3252.60,3834.41,11221.41,5341.52,247.10,16810.03,0.00,4182.77,20992.81,10523.20
114069103,Wilson  SD,Berks,6128.35,7197.61,9573.90,4372.82,393.30,14340.03,0.00,2078.05,16418.07,9464.93
114069353,Wyomissing Area SD,Berks,1973.31,2324.63,10033.30,5782.73,502.35,16318.38,12.32,1889.44,18220.14,10994.38
108070502,Altoona Area SD,Blair,7841.50,9145.08,8440.96,4152.30,260.97,12854.23,7.01,450.70,13311.94,7228.21
108071003,Bellwood-Antis SD,Blair,1271.97,1481.72,7619.95,4156.33,433.57,12209.85,0.00,1499.69,13709.53,7390.96
108071504,Claysburg-Kimmel SD,Blair,819.41,966.87,8191.79,5101.39,428.33,13721.50,0.00,1299.15,15020.65,7793.63
108073503,Hollidaysburg Area SD,Blair,3441.96,4045.78,8228.75,4321.34,286.71,12836.81,0.00,1390.00,14226.81,8060.04
108077503,Spring Cove SD,Blair,1847.39,2169.28,7781.12,4185.10,309.81,12276.03,0.00,1340.24,13616.27,7134.06
108078003,Tyrone Area SD,Blair,1845.73,2138.69,7501.37,4430.57,275.15,12207.09,0.00,1354.48,13561.57,7065.44
108079004,Williamsburg Community SD,Blair,511.09,599.44,8005.19,4867.74,463.04,13335.97,0.00,1600.82,14936.79,7849.03
117080503,Athens Area SD,Bradford,2077.72,2427.65,10873.59,4976.20,275.93,16125.72,116.73,2022.39,18264.83,9627.42
117081003,Canton Area SD,Bradford,916.19,1076.43,10195.06,4863.46,476.00,15534.51,15.28,1019.31,16569.11,9096.04
117083004,Northeast Bradford SD,Bradford,784.21,921.87,10601.69,5653.23,336.97,16591.88,0.00,823.73,17415.62,9890.55
117086003,Sayre Area SD,Bradford,1041.99,1218.85,10119.64,5637.69,766.63,16523.97,4.00,570.85,17098.81,10445.45
117086503,Towanda Area SD,Bradford,1580.60,1837.91,10032.80,4752.02,390.99,15175.82,21.90,1857.39,17055.11,9231.08
117086653,Troy Area SD,Bradford,1497.95,1746.94,9099.60,4938.04,347.14,14384.78,0.00,1598.72,15983.50,8538.06
117089003,Wyalusing Area SD,Bradford,1337.24,1556.34,9306.77,4927.88,294.77,14529.42,0.00,2104.71,16634.13,8656.19
122091002,Bensalem Township SD,Bucks,7792.17,9087.62,12536.66,5026.04,189.06,17751.76,0.00,3208.40,20960.17,11617.76
122091303,Bristol Borough SD,Bucks,1400.30,1623.05,11959.43,3635.84,231.63,15826.90,80.98,1489.55,17397.42,9995.56
122091352,Bristol Township SD,Bucks,7371.19,8588.54,12212.76,4427.69,161.01,16801.45,0.00,1484.54,18285.99,10880.00
122092002,Centennial SD,Bucks,5597.72,6573.72,12976.95,5856.41,290.39,19123.75,15.30,1819.33,20958.38,12667.33
122092102,Central Bucks SD,Bucks,18366.42,21373.36,10242.48,5070.27,443.58,15756.33,0.00,2318.91,18075.24,10189.55
122092353,Council Rock SD,Bucks,11029.89,12763.15,13597.04,5477.99,330.42,19405.46,0.00,1915.39,21320.85,12949.21
122097203,Morrisville Borough SD,Bucks,963.50,1122.05,16220.33,5482.47,612.69,22315.49,0.00,1175.47,23490.96,14488.18
122097502,Neshaminy SD,Bucks,9340.14,10945.51,12161.83,5012.17,210.76,17384.77,68.67,2226.79,19680.23,11584.35
122097604,New Hope-Solebury SD,Bucks,1422.86,1699.85,15155.89,9041.65,501.58,24699.13,0.00,2686.14,27385.27,16843.26
122098003,Palisades SD,Bucks,1615.03,1938.00,14659.80,8292.64,689.61,23642.05,20.24,2085.19,25747.48,15329.91
122098103,Pennridge SD,Bucks,7397.07,8576.15,10684.18,5133.91,223.64,16041.73,0.00,2226.45,18268.18,10704.38
122098202,Pennsbury SD,Bucks,10693.93,12543.88,12187.93,5027.66,129.62,17345.20,0.00,4141.34,21486.54,11457.92
122098403,Quakertown Community SD,Bucks,5392.16,6224.55,11827.39,5335.20,208.93,17371.53,0.00,2023.34,19394.87,11926.13
104101252,Butler Area SD,Butler,6714.17,7718.94,9256.29,4420.19,260.35,13936.83,0.00,1254.98,15191.81,8362.71
104103603,Karns City Area SD,Butler,1463.16,1722.22,9186.48,5332.81,384.54,14903.83,79.82,26.99,15010.64,8472.17
104105003,Mars Area SD,Butler,3395.54,3879.85,7859.20,3946.89,415.61,12221.70,0.00,1789.05,14010.75,8266.34
104105353,Moniteau SD,Butler,1314.23,1505.52,8695.01,5561.15,792.13,15048.30,7.80,870.86,15926.96,8965.38
104107903,Seneca Valley SD,Butler,7335.31,8383.05,10478.69,4495.95,288.02,15262.65,0.00,1947.88,17210.54,9867.61
104107503,Slippery Rock Area SD,Butler,2038.90,2403.31,10070.95,4243.09,422.60,14736.65,6.23,829.53,15572.40,9493.28
104107803,South Butler County SD,Butler,2330.39,2710.42,8603.32,5193.68,399.67,14196.67,0.00,1131.88,15328.56,8852.35
108110603,Blacklick Valley SD,Cambria,688.89,786.48,8238.84,5219.08,522.68,13980.60,0.00,1104.26,15084.86,7961.98
108111203,Cambria Heights SD,Cambria,1371.41,1615.21,9027.40,4730.99,402.40,14160.79,404.35,751.17,15316.31,8848.14
108111303,Central Cambria SD,Cambria,1645.94,1942.36,8138.68,4543.47,312.80,12994.96,0.00,2007.83,15002.79,7711.97
108111403,Conemaugh Valley SD,Cambria,774.75,913.41,8183.71,4928.46,497.93,13610.10,0.00,1102.90,14713.00,7859.27
108112003,Ferndale Area SD,Cambria,740.60,858.99,9651.12,5309.42,346.06,15306.59,0.00,0.00,15306.59,9235.27
108112203,Forest Hills SD,Cambria,1859.05,2133.44,8404.35,4121.38,455.77,12981.50,0.00,602.33,13583.83,7989.55
108112502,Greater Johnstown SD,Cambria,3086.82,3573.28,9770.45,3909.61,336.39,14016.45,36.15,1634.26,15686.86,7521.17
108114503,Northern Cambria SD,Cambria,1092.54,1278.44,9563.08,4751.27,373.53,14687.88,0.00,905.37,15593.25,8704.37
108116003,Penn Cambria SD,Cambria,1688.50,1996.64,8461.40,4376.77,334.77,13172.93,18.96,926.24,14118.14,7678.91
108116303,Portage Area SD,Cambria,933.80,1062.31,7624.92,4588.02,701.61,12914.56,0.00,1022.20,13936.76,7811.54
108116503,Richland SD,Cambria,1573.71,1851.94,7569.10,4145.04,558.29,12272.42,0.00,1834.91,14107.33,8006.58
108118503,Westmont Hilltop SD,Cambria,1448.22,1707.75,8489.74,4347.13,444.73,13281.60,2504.27,896.08,16681.96,8414.70
109122703,Cameron County SD,Cameron,570.15,667.59,12745.34,6742.51,611.37,20099.22,0.00,2022.50,22121.72,12377.79
121135003,Jim Thorpe Area SD,Carbon,2247.55,2650.21,12295.63,5454.80,458.14,18208.57,0.00,2653.42,20861.98,11601.89
121135503,Lehighton Area SD,Carbon,2458.73,2885.75,10714.27,4576.18,427.66,15718.11,6.86,1725.41,17450.38,9902.01
121136503,Palmerton Area SD,Carbon,1908.64,2247.25,10013.99,3894.00,493.39,14401.39,0.00,1169.35,15570.74,9173.88
121136603,Panther Valley SD,Carbon,1904.82,2191.27,9355.51,3139.81,242.42,12737.73,0.00,1257.17,13994.90,7527.10
121139004,Weatherly Area SD,Carbon,643.34,754.10,12998.08,6781.30,374.23,20153.61,211.26,531.17,20896.04,13103.50
110141003,Bald Eagle Area SD,Centre,1665.11,1960.35,10312.91,6004.18,463.37,16780.46,343.27,7379.61,24503.33,10813.92
110141103,Bellefonte Area SD,Centre,2927.82,3446.42,10107.10,5368.45,290.53,15766.08,0.00,4111.96,19878.04,10264.32
110147003,Penns Valley Area SD,Centre,1518.92,1765.04,9463.59,5392.08,416.40,15272.07,796.58,6991.68,23060.33,9674.38
110148002,State College Area SD,Centre,7194.09,8440.08,11894.60,5993.31,389.68,18277.58,0.70,3282.81,21561.09,12143.55
124150503,Avon Grove SD,Chester,5913.63,6968.63,9893.62,4404.18,200.85,14498.65,3.78,865.86,15368.29,9825.08
124151902,Coatesville Area SD,Chester,8716.06,10129.07,13316.90,4619.02,138.37,18074.29,0.00,1688.81,19763.10,12376.65
124152003,Downingtown Area SD,Chester,13527.48,15558.43,9640.22,4455.67,306.97,14402.86,24.49,2044.66,16472.00,9504.53
124153503,Great Valley SD,Chester,4297.60,4927.86,14037.23,6255.84,397.24,20690.32,0.00,2338.10,23028.42,14447.38
124154003,Kennett Consolidated SD,Chester,4392.84,5169.86,10748.31,5650.77,319.48,16718.57,20.89,5233.28,21972.74,11115.76
124156503,Octorara Area SD,Chester,2555.45,3014.79,12328.97,5499.07,275.87,18103.91,0.00,2470.47,20574.38,11590.13
124156603,Owen J Roberts SD,Chester,5684.69,6451.61,10428.67,5673.19,312.38,16414.24,0.00,2300.61,18714.85,11390.98
124156703,Oxford Area SD,Chester,4262.41,5046.10,9583.35,3889.10,250.64,13723.10,0.00,1964.73,15687.83,8770.79
124157203,Phoenixville Area SD,Chester,4340.40,5017.21,12061.14,5713.09,472.45,18246.69,0.00,2579.70,20826.39,12423.14
124157802,Tredyffrin-Easttown SD,Chester,7024.76,8045.62,12382.72,6081.35,291.07,18755.14,0.00,1201.54,19956.67,13085.68
124158503,Unionville-Chadds Ford SD,Chester,3940.54,4587.52,12060.24,6489.16,407.57,18956.96,0.00,2605.96,21562.93,12820.51
124159002,West Chester Area SD,Chester,12654.17,14816.34,11126.89,4995.78,398.16,16520.84,0.00,2370.07,18890.91,10989.99
106160303,Allegheny-Clarion Valley SD,Clarion,723.37,844.90,12855.98,6534.18,450.15,19840.31,0.00,991.05,20831.36,10388.15
106161203,Clarion Area SD,Clarion,762.59,898.09,11193.84,5380.98,480.10,17054.93,0.00,793.07,17848.00,10806.21
106161703,Clarion-Limestone Area SD,Clarion,874.86,1007.87,10132.03,5388.65,341.49,15862.17,65.90,488.24,16416.31,9499.42
106166503,Keystone  SD,Clarion,1011.66,1192.71,10176.59,4988.10,266.13,15430.82,0.00,405.63,15836.45,8789.23
106167504,North Clarion County SD,Clarion,595.69,698.18,9206.83,4485.13,184.57,13876.53,0.00,752.41,14628.93,8178.11
106168003,Redbank Valley SD,Clarion,1151.09,1330.62,10373.41,4255.57,330.02,14959.00,0.00,5897.74,20856.74,8514.86
106169003,Union SD,Clarion,567.99,657.92,11545.28,6944.84,493.45,18983.57,0.00,773.90,19757.47,11758.17
110171003,Clearfield Area SD,Clearfield,2271.16,2658.20,10173.26,5238.20,347.18,15758.64,0.00,3743.97,19502.61,9250.83
110171803,Curwensville Area SD,Clearfield,1016.29,1193.67,9942.74,4624.94,272.04,14839.72,255.18,1374.78,16469.68,8856.03
106172003,Dubois Area SD,Clearfield,3720.74,4360.17,9384.11,4673.06,200.91,14258.09,340.53,1062.53,15661.15,8438.08
110173003,Glendale SD,Clearfield,786.77,928.01,9420.43,5305.85,447.68,15173.96,0.00,507.58,15681.53,8765.72
110173504,Harmony Area SD,Clearfield,277.37,330.23,11741.69,7449.02,396.58,19587.29,0.00,1835.34,21422.63,10095.91
110175003,Moshannon Valley SD,Clearfield,886.89,1046.71,9211.36,4966.92,442.54,14620.83,234.55,1838.76,16694.13,8573.96
110177003,Philipsburg-Osceola Area SD,Clearfield,1744.94,2036.27,10286.74,5208.81,415.26,15910.80,0.03,3015.13,18925.96,9724.42
110179003,West Branch Area SD,Clearfield,1033.62,1214.57,10601.59,5167.26,391.09,16159.93,8.95,1192.40,17361.29,9253.90
110183602,Keystone Central SD,Clinton,4427.08,5171.31,11474.54,4376.22,254.34,16105.10,0.00,1021.31,17126.41,9906.84
116191004,Benton Area SD,Columbia,718.26,838.27,10011.78,5842.88,411.45,16266.10,0.00,1496.89,17762.99,10286.42
116191103,Berwick Area SD,Columbia,3043.35,3538.21,9685.34,4317.43,306.86,14309.63,496.32,316.84,15122.80,9077.49
116191203,Bloomsburg Area SD,Columbia,1641.69,1931.01,9176.13,4774.06,411.44,14361.62,0.00,1328.57,15690.19,9187.27
116191503,Central Columbia SD,Columbia,1939.23,2278.73,8841.23,5074.04,346.03,14261.30,0.00,6960.25,21221.55,9167.51
116195004,Millville Area SD,Columbia,713.84,851.61,10908.03,6117.28,349.79,17375.10,0.00,3195.49,20570.60,10940.19
116197503,Southern Columbia Area SD,Columbia,1423.16,1682.66,8795.27,4578.26,423.35,13796.88,18.24,1287.53,15102.65,8450.73
105201033,Conneaut SD,Crawford,2091.14,2478.03,9608.40,6451.41,370.91,16430.72,62.60,2419.76,18913.09,9107.74
105201352,Crawford Central SD,Crawford,3758.30,4423.32,9065.08,4890.96,308.24,14264.28,0.00,1697.05,15961.33,8147.73
105204703,Penncrest SD,Crawford,2911.73,3433.44,11303.34,5339.10,333.46,16975.90,0.00,669.86,17645.76,9208.77
115210503,Big Spring SD,Cumberland,2591.18,3047.17,10800.37,5317.95,360.14,16478.46,0.00,2313.13,18791.59,10360.00
115211003,Camp Hill SD,Cumberland,1329.06,1523.40,9333.05,4492.08,726.39,14551.52,5.65,3973.41,18530.58,10331.36
115211103,Carlisle Area SD,Cumberland,5164.51,6038.10,8745.86,4933.79,254.18,13933.83,0.00,2747.98,16681.81,8947.34
115211603,Cumberland Valley SD,Cumberland,9206.63,10429.94,7917.99,4715.15,265.49,12898.64,34.94,1286.67,14220.24,8889.47
115212503,East Pennsboro Area SD,Cumberland,2800.42,3266.57,8933.70,3566.65,255.81,12756.17,73.72,1262.73,14092.62,8456.71
115216503,Mechanicsburg Area SD,Cumberland,4277.48,4954.85,9301.46,4256.59,450.43,14008.49,3.46,1667.75,15679.70,9367.57
115218003,Shippensburg Area SD,Cumberland,3490.31,4080.08,8682.98,3828.14,221.07,12732.19,0.00,2372.82,15105.01,7844.76
115218303,South Middleton SD,Cumberland,2171.09,2535.52,8790.00,5017.25,402.66,14209.90,0.00,1696.81,15906.72,9335.81
115221402,Central Dauphin SD,Dauphin,12659.82,14339.43,9793.78,4257.94,249.87,14301.58,0.00,1279.56,15581.15,9645.16
115221753,Derry Township SD,Dauphin,3497.81,4062.21,9617.04,5733.89,456.26,15807.18,0.00,2314.60,18121.78,10543.48
115222504,Halifax Area SD,Dauphin,1082.02,1272.68,11519.72,6153.31,414.61,18087.64,7.76,1787.71,19883.10,11485.78
115222752,Harrisburg City SD,Dauphin,7736.82,8831.16,12594.98,4955.69,174.53,17725.19,0.00,2623.31,20348.50,10191.79
115224003,Lower Dauphin SD,Dauphin,3869.34,4545.65,9865.98,4942.28,277.20,15085.47,0.00,957.74,16043.20,9781.09
115226003,Middletown Area SD,Dauphin,2484.46,2885.85,9924.32,5404.52,581.70,15910.53,12.40,2294.71,18217.64,9920.91
115226103,Millersburg Area SD,Dauphin,817.66,962.37,10979.94,4984.96,391.00,16355.90,139.30,1513.72,18008.93,10194.06
115228003,Steelton-Highspire SD,Dauphin,1558.14,1785.37,9000.00,4257.72,114.80,13372.52,0.00,1584.21,14956.73,7402.42
115228303,Susquehanna Township SD,Dauphin,3131.97,3641.09,10113.49,4389.67,349.52,14852.68,4.13,1330.38,16187.19,10245.71
115229003,Upper Dauphin Area SD,Dauphin,1200.59,1416.64,10089.99,4593.79,312.14,14995.92,464.75,909.91,16370.58,9348.51
125231232,Chester-Upland SD,Delaware,6890.88,7884.55,13909.23,3536.81,92.01,17538.05,11.40,939.70,18489.14,11934.89
125231303,Chichester SD,Delaware,3358.67,3905.46,12701.88,6432.77,477.40,19612.05,0.00,2177.62,21789.67,12524.91
125234103,Garnet Valley SD,Delaware,4845.66,5613.93,13229.39,5062.26,484.60,18776.25,0.00,2570.30,21346.55,12756.65
125234502,Haverford Township SD,Delaware,6274.42,7064.87,11401.28,5449.97,248.40,17099.65,0.81,1557.54,18658.01,12009.14
125235103,Interboro SD,Delaware,3405.50,3989.85,11920.49,5686.24,286.39,17893.11,10.01,1256.28,19159.40,11239.82
