AUN,School District,County,2010-11 Average Daily Membership,2010-11 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Curr Exp
per ADM","Facilities Acquisition & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM","AIE
per WADM"
103022803,East Allegheny SD,Allegheny,1975.86,2316.09,8317.96,4507.02,252.06,13077.04,0.00,1480.01,14557.04,7678.37
103023153,Elizabeth Forward SD,Allegheny,2586.77,3089.81,7846.36,4056.45,349.05,12251.87,0.00,1498.95,13750.82,7557.10
103023912,Fox Chapel Area SD,Allegheny,4474.79,5261.73,10198.15,4967.21,421.80,15587.16,31.78,1431.15,17050.08,10828.81
103024102,Gateway SD,Allegheny,3919.54,4565.48,9956.59,5065.61,379.28,15401.48,0.00,1031.39,16432.87,10681.14
103024603,Hampton Township SD,Allegheny,3140.85,3665.66,7357.14,3726.50,365.20,11448.84,0.00,1623.30,13072.14,7791.20
103024753,Highlands SD,Allegheny,2775.92,3217.46,8150.99,4251.35,219.32,12621.66,1.28,796.45,13419.38,8064.12
103025002,Keystone Oaks SD,Allegheny,2200.38,2550.82,8027.28,4947.25,429.75,13404.27,0.00,4525.60,17929.87,8924.57
103026002,McKeesport Area SD,Allegheny,4078.98,4777.25,8661.81,4043.08,224.53,12929.42,0.00,2099.03,15028.45,7304.72
103026303,Montour SD,Allegheny,3037.81,3589.18,9569.54,5150.99,427.50,15148.03,127.17,1982.93,17258.13,9941.65
103026343,Moon Area SD,Allegheny,3815.33,4400.71,8100.70,4204.33,502.12,12807.16,0.00,2401.91,15209.07,8861.31
103026402,Mt Lebanon SD,Allegheny,5276.14,6022.52,7972.46,4174.27,404.14,12550.87,0.00,2960.15,15511.02,9280.60
103026852,North Allegheny SD,Allegheny,8258.08,9438.29,8652.95,4171.20,344.33,13168.47,5.66,1411.56,14585.70,9487.51
103026902,North Hills SD,Allegheny,4336.61,5119.48,8684.58,4248.46,347.65,13280.69,0.00,3659.67,16940.36,9019.67
103026873,Northgate SD,Allegheny,1306.69,1522.78,9386.64,4337.29,364.60,14088.54,59.10,785.72,14933.36,9619.89
103027352,Penn Hills SD,Allegheny,4667.19,5538.79,9803.97,5361.62,261.27,15426.87,0.00,567.54,15994.42,9259.11
103021003,Pine-Richland SD,Allegheny,4648.43,5335.41,7288.59,3666.53,378.24,11333.37,45.51,4563.36,15942.23,8086.25
102027451,Pittsburgh SD,Allegheny,28926.64,33810.01,11969.66,7017.66,238.59,19225.90,140.29,2345.27,21711.47,11146.21
103027503,Plum Borough SD,Allegheny,4132.66,4878.27,7605.92,3581.02,270.67,11457.61,28.32,1652.09,13138.02,7429.89
103027753,Quaker Valley SD,Allegheny,1937.96,2261.30,9753.45,6170.62,681.25,16605.31,0.00,3441.54,20046.86,11541.78
103028203,Riverview SD,Allegheny,1085.20,1286.19,8742.71,5267.68,586.08,14596.47,371.55,1080.74,16048.76,9876.05
103028302,Shaler Area SD,Allegheny,5065.97,5998.14,8089.77,4328.33,322.47,12740.57,15.59,1434.54,14190.71,8240.27
103028653,South Allegheny SD,Allegheny,1661.45,1959.18,7184.27,3732.14,299.21,11215.63,11.60,1486.31,12713.53,6957.78
103028703,South Fayette Township SD,Allegheny,2496.07,2793.12,6277.82,4158.30,473.01,10909.13,0.00,1764.45,12673.58,7502.86
103028753,South Park SD,Allegheny,2169.86,2512.86,6674.43,3866.25,339.81,10880.49,0.00,1783.75,12664.24,7295.65
103028833,Steel Valley SD,Allegheny,2068.10,2438.07,8582.34,4256.16,309.53,13148.03,0.00,785.88,13933.91,8534.95
103028853,Sto-Rox SD,Allegheny,1675.39,1933.42,8100.39,4761.98,150.40,13012.78,0.00,976.19,13988.97,7634.67
103029203,Upper Saint Clair SD,Allegheny,4144.40,4762.25,7883.11,4908.01,294.81,13085.93,0.00,1974.84,15060.77,8693.66
103029403,West Allegheny SD,Allegheny,3349.11,3818.12,7426.57,4871.85,489.42,12787.84,53.93,2311.45,15153.22,8673.17
103029553,West Jefferson Hills SD,Allegheny,2875.08,3286.43,6595.51,4036.84,351.44,10983.78,0.00,1321.68,12305.46,7501.01
103029603,West Mifflin Area SD,Allegheny,2942.21,3482.03,8256.05,4162.44,352.49,12770.99,101.96,1768.87,14641.82,7833.18
103029803,Wilkinsburg Borough SD,Allegheny,1464.82,1687.38,13761.99,6049.31,221.01,20032.31,51.76,485.34,20569.41,13199.25
103029902,Woodland Hills SD,Allegheny,5028.63,5878.61,10007.26,4765.68,345.61,15118.55,13.78,1265.54,16397.87,9435.29
128030603,Apollo-Ridge SD,Armstrong,1527.05,1782.70,8118.25,3802.39,256.56,12177.19,0.00,897.92,13075.11,7449.17
128030852,Armstrong SD,Armstrong,5937.86,6825.49,8975.71,4274.46,299.99,13550.15,111.30,932.31,14593.76,8241.50
128033053,Freeport Area SD,Armstrong,2049.47,2399.02,6264.03,3700.03,228.85,10192.92,0.00,1028.80,11221.71,6988.27
128034503,Leechburg Area SD,Armstrong,849.18,971.78,8447.34,3957.26,394.83,12799.44,0.00,1122.09,13921.52,8700.57
127040503,Aliquippa SD,Beaver,1291.83,1500.59,8343.46,5069.01,398.98,13811.45,0.00,2218.58,16030.03,7987.29
127040703,Ambridge Area SD,Beaver,2954.12,3431.16,7662.41,3745.13,219.76,11627.30,0.00,888.47,12515.77,7311.90
127041203,Beaver Area SD,Beaver,2127.31,2441.41,6119.62,3803.25,337.55,10260.42,79.05,1193.64,11533.11,6817.24
127041503,Big Beaver Falls Area SD,Beaver,1756.74,2044.75,7798.74,4468.82,428.61,12696.17,49.25,1053.58,13799.01,7806.08
127041603,Blackhawk SD,Beaver,2662.03,3072.35,6963.75,3573.30,332.94,10869.99,0.00,459.99,11329.98,7189.93
127042003,Central Valley SD,Beaver,2504.80,2889.42,6930.89,3603.71,371.20,10905.80,0.00,830.81,11736.61,6996.41
127042853,Freedom Area SD,Beaver,1625.18,1923.56,6487.60,3688.90,328.27,10504.77,10.60,873.40,11388.77,6787.39
127044103,Hopewell Area SD,Beaver,2508.69,2995.73,7031.68,3744.52,338.00,11114.21,0.00,2271.05,13385.26,7057.09
127045303,Midland Borough SD,Beaver,456.96,518.04,8161.90,3217.44,114.24,11493.58,29.38,368.64,11891.61,7573.78
127045653,New Brighton Area SD,Beaver,1763.48,2082.09,7007.78,3666.82,372.41,11047.01,45.60,1021.11,12113.72,6753.50
127045853,Riverside Beaver County SD,Beaver,1638.47,1938.00,7567.95,4186.07,256.75,12010.76,0.00,1124.38,13135.15,7424.20
127046903,Rochester Area SD,Beaver,937.96,1106.40,9148.85,4305.03,317.10,13770.99,18.93,1619.18,15409.09,8544.94
127047404,South Side Area SD,Beaver,1273.12,1487.44,9774.47,5150.70,493.99,15419.15,0.00,1929.36,17348.52,9704.96
127049303,Western Beaver County SD,Beaver,841.04,997.52,8509.70,4478.81,288.47,13276.98,0.00,624.91,13901.89,8279.66
108051003,Bedford Area SD,Bedford,2266.89,2671.96,6359.51,4081.72,245.48,10686.72,0.00,836.94,11523.66,6389.04
108051503,Chestnut Ridge SD,Bedford,1615.84,1887.90,6601.85,3699.78,376.11,10677.74,0.00,1055.09,11732.83,6128.48
108053003,Everett Area SD,Bedford,1428.98,1679.61,7632.04,4035.44,273.29,11940.77,4.76,828.84,12774.37,7003.95
108056004,Northern Bedford County SD,Bedford,1166.46,1323.79,6751.98,3470.21,206.28,10428.48,2.67,445.81,10876.96,6475.97
108058003,Tussey Mountain SD,Bedford,1159.04,1326.95,7776.66,4434.69,198.57,12409.92,38.69,1539.35,13987.97,7512.97
114060503,Antietam SD,Berks,1085.55,1270.84,7562.35,3883.39,325.71,11771.45,0.00,1278.21,13049.66,8036.46
114060753,Boyertown Area SD,Berks,7255.93,8245.75,7145.06,3702.41,164.98,11012.45,0.00,1349.63,12362.08,7579.25
114060853,Brandywine Heights Area SD,Berks,1790.87,2126.29,8387.53,4664.09,286.39,13338.00,0.00,3106.59,16444.59,8827.80
114061103,Conrad Weiser Area SD,Berks,2886.20,3339.41,8264.39,3843.43,249.49,12357.30,0.00,1544.60,13901.90,7906.35
114061503,Daniel Boone Area SD,Berks,3985.09,4654.23,6853.63,3585.99,216.81,10656.43,0.00,1744.11,12400.53,7196.66
114062003,Exeter Township SD,Berks,4460.22,5182.60,7708.49,3490.15,278.34,11476.98,29.34,2376.26,13882.57,8039.32
114062503,Fleetwood Area SD,Berks,2757.40,3230.70,7360.95,3849.55,245.75,11456.25,0.00,1915.57,13371.82,7763.13
114063003,Governor Mifflin SD,Berks,4295.02,5031.34,7118.57,3804.64,310.89,11234.11,0.05,1522.13,12756.28,7776.81
114063503,Hamburg Area SD,Berks,2498.97,2941.05,7473.64,3800.31,265.76,11539.72,3.17,2215.24,13758.13,7597.27
114064003,Kutztown Area SD,Berks,1577.07,1869.21,9580.49,5092.10,331.01,15003.60,0.00,2570.31,17573.91,10260.89
114065503,Muhlenberg SD,Berks,3585.00,4249.02,6883.20,3533.23,348.01,10764.44,0.00,1773.27,12537.71,7322.24
114066503,Oley Valley SD,Berks,1927.12,2230.67,7744.96,4302.19,311.18,12358.32,0.00,1823.90,14182.22,8197.30
114067002,Reading SD,Berks,18307.94,20760.77,6909.86,4072.61,167.62,11150.09,0.00,1409.28,12559.37,6669.46
114067503,Schuylkill Valley SD,Berks,1964.28,2319.25,9118.81,4143.62,505.49,13767.92,0.00,1850.89,15618.81,9290.99
114068003,Tulpehocken Area SD,Berks,1577.16,1863.08,9066.65,4958.26,340.53,14365.44,0.00,2225.09,16590.53,9492.40
114068103,Twin Valley SD,Berks,3518.74,4079.08,7679.72,3539.30,226.20,11445.22,5.07,2031.79,13482.08,7635.24
114069103,Wilson SD,Berks,5905.57,6922.43,7203.16,3735.74,317.11,11256.01,0.00,1977.65,13233.66,7892.99
114069353,Wyomissing Area SD,Berks,1889.21,2216.63,7881.57,4616.92,542.62,13041.11,0.00,2359.42,15400.53,9174.11
108070502,Altoona Area SD,Blair,8115.21,9433.18,6152.33,3239.95,225.00,9617.28,9.49,1253.43,10880.20,5344.62
108071003,Bellwood-Antis SD,Blair,1272.66,1496.34,6555.17,3838.68,403.69,10797.53,0.00,1706.40,12503.93,7092.18
108071504,Claysburg-Kimmel SD,Blair,897.05,1045.46,6665.37,3568.96,263.89,10498.22,0.00,1104.59,11602.81,6553.16
108073503,Hollidaysburg Area SD,Blair,3493.71,4108.10,7088.71,3751.27,42.88,10882.86,0.00,2055.12,12937.98,7365.16
108077503,Spring Cove SD,Blair,1874.15,2176.37,6702.34,3315.72,218.04,10236.10,334.65,989.83,11560.58,7511.36
108078003,Tyrone Area SD,Blair,1902.25,2174.75,5989.93,3719.80,262.47,9972.21,57.74,1109.67,11139.62,5853.85
108079004,Williamsburg Community SD,Blair,558.40,660.08,6860.04,4174.41,384.89,11419.34,0.00,1181.52,12600.86,6739.63
117080503,Athens Area SD,Bradford,2251.45,2629.72,8632.71,4222.67,164.17,13019.55,80.76,1827.20,14927.51,7977.60
117081003,Canton Area SD,Bradford,1041.86,1217.05,8226.85,3843.41,270.92,12341.17,29.78,983.28,13354.24,7605.86
117083004,Northeast Bradford SD,Bradford,824.73,960.53,8076.19,4983.76,261.65,13321.60,0.00,1366.96,14688.56,8051.99
117086003,Sayre Area SD,Bradford,1142.44,1323.53,8717.07,4427.99,478.78,13623.85,0.95,330.09,13954.89,9342.22
117086503,Towanda Area SD,Bradford,1806.15,2089.91,6522.32,3603.21,338.00,10463.53,0.99,1687.82,12152.35,5979.28
117086653,Troy Area SD,Bradford,1628.20,1919.67,7331.88,4155.43,235.12,11722.42,11.41,1192.52,12926.35,7044.94
117089003,Wyalusing Area SD,Bradford,1486.63,1733.27,7896.81,4124.71,242.57,12264.09,0.00,1747.32,14011.40,8822.14
122091002,Bensalem Township SD,Bucks,7064.86,8134.84,9877.71,4789.66,185.80,14853.17,0.00,1509.47,16362.64,10568.62
122091303,Bristol Borough SD,Bucks,1375.53,1605.69,9966.54,3192.92,187.84,13347.30,0.00,1720.55,15067.85,8981.01
122091352,Bristol Township SD,Bucks,7028.62,8236.23,10970.05,5383.66,158.40,16512.12,0.00,2077.35,18589.47,10950.26
122092002,Centennial SD,Bucks,5921.97,6786.58,9025.15,4212.76,178.09,13416.00,0.00,1861.61,15277.61,9456.26
122092102,Central Bucks SD,Bucks,20600.48,23708.95,6880.66,3509.81,244.46,10634.94,0.00,3176.86,13811.80,7285.27
122092353,Council Rock SD,Bucks,11987.91,13951.63,10421.82,4220.18,244.36,14886.35,0.00,1319.79,16206.14,10464.98
122097203,Morrisville Borough SD,Bucks,965.12,1114.30,12769.49,4640.91,448.98,17859.38,0.00,1004.35,18863.73,12068.36
122097502,Neshaminy SD,Bucks,9490.18,10975.04,10321.32,4416.82,165.46,14903.60,74.31,1225.47,16203.37,10498.08
122097604,New Hope-Solebury SD,Bucks,1601.30,1871.84,10255.74,6700.87,403.99,17360.61,0.00,2223.56,19584.17,12578.87
122098003,Palisades SD,Bucks,1929.39,2245.47,9465.48,6121.73,503.68,16090.89,263.10,1558.19,17912.18,11209.30
122098103,Pennridge SD,Bucks,7599.13,8703.80,7798.05,3704.28,166.28,11668.61,0.00,2660.13,14328.74,8209.55
122098202,Pennsbury SD,Bucks,11413.79,13098.76,9379.38,4090.79,110.75,13580.91,0.00,1084.27,14665.18,10334.93
122098403,Quakertown Community SD,Bucks,5574.18,6309.72,8974.83,4571.19,145.20,13691.23,0.33,1275.87,14967.43,9849.01
104101252,Butler Area SD,Butler,7870.96,9025.58,6990.06,3344.90,177.66,10512.62,0.00,942.55,11455.18,6672.62
104103603,Karns City Area SD,Butler,1674.48,1967.41,7200.75,3723.72,246.00,11170.47,51.59,769.65,11991.71,6911.83
104105003,Mars Area SD,Butler,3261.09,3710.93,5803.55,3544.68,283.72,9631.95,0.00,1543.15,11175.09,6874.47
104105353,Moniteau SD,Butler,1642.83,1905.58,6167.37,3669.68,616.17,10453.22,0.00,764.17,11217.38,6173.79
104107903,Seneca Valley SD,Butler,7523.53,8573.64,7646.74,3298.81,226.54,11172.09,21.16,1294.59,12487.84,7731.89
104107503,Slippery Rock Area SD,Butler,2335.95,2751.45,7198.83,3185.99,288.29,10673.11,0.00,968.81,11641.92,6962.52
104107803,South Butler County SD,Butler,2723.76,3185.21,6247.71,3827.65,289.05,10364.41,0.00,1261.93,11626.35,6550.90
108110603,Blacklick Valley SD,Cambria,692.78,793.59,7206.02,4256.35,497.78,11960.16,0.00,0.00,11960.16,7638.40
108111203,Cambria Heights SD,Cambria,1502.13,1772.63,7502.89,3676.83,308.35,11488.07,37.99,698.33,12224.39,7083.65
108111303,Central Cambria SD,Cambria,1886.03,2221.15,6379.36,3064.44,243.67,9687.47,0.00,745.68,10433.16,5872.05
108111403,Conemaugh Valley SD,Cambria,917.27,1074.00,7582.85,3818.09,395.26,11796.20,0.00,391.11,12187.31,7479.46
108112003,Ferndale Area SD,Cambria,814.15,949.76,6535.02,4232.84,304.67,11072.53,0.00,920.71,11993.24,6718.25
108112203,Forest Hills SD,Cambria,2026.55,2368.66,6791.10,3655.86,390.61,10837.57,0.00,927.73,11765.29,6741.54
108112502,Greater Johnstown SD,Cambria,3287.97,3788.66,7791.29,2995.55,281.66,11068.50,66.64,1315.21,12450.35,5964.82
108114503,Northern Cambria SD,Cambria,1257.53,1474.27,7932.31,4006.80,273.64,12212.75,0.00,851.85,13064.59,7701.70
108116003,Penn Cambria SD,Cambria,1708.92,1994.09,7098.15,4017.56,279.00,11394.71,0.00,1268.59,12663.31,6734.43
108116303,Portage Area SD,Cambria,971.48,1085.79,7088.38,3714.09,479.20,11281.67,0.00,774.26,12055.93,7454.20
108116503,Richland SD,Cambria,1608.79,1891.49,5735.64,3794.37,456.76,9986.76,161.01,1927.43,12075.20,5883.44
108118503,Westmont Hilltop SD,Cambria,1731.31,2043.90,6420.55,3608.53,354.19,10383.26,204.66,564.21,11152.13,7039.74
109122703,Cameron County SD,Cameron,736.26,871.08,8716.28,4531.77,462.50,13710.55,0.00,11818.60,25529.15,8450.22
121135003,Jim Thorpe Area SD,Carbon,2373.88,2760.61,8316.98,4105.75,307.48,12730.22,219.89,1777.16,14727.26,8528.29
121135503,Lehighton Area SD,Carbon,2425.02,2830.32,8367.50,3656.15,289.10,12312.75,45.09,789.73,13147.57,8028.73
121136503,Palmerton Area SD,Carbon,2108.39,2435.43,7814.21,3297.30,287.58,11399.09,18.70,822.44,12240.23,7362.35
121136603,Panther Valley SD,Carbon,1750.74,1943.01,8246.10,3186.50,261.52,11694.12,25.59,3928.86,15648.58,7340.52
121139004,Weatherly Area SD,Carbon,720.99,855.43,8829.40,5156.72,275.25,14261.38,0.00,499.85,14761.24,10580.39
110141003,Bald Eagle Area SD,Centre,1906.80,2233.32,7765.22,4325.14,311.22,12401.58,0.00,1363.52,13765.11,8020.42
110141103,Bellefonte Area SD,Centre,2965.88,3468.34,7910.62,4459.12,232.67,12602.41,0.00,1180.56,13782.98,8514.31
110147003,Penns Valley Area SD,Centre,1539.69,1801.74,7388.21,4459.22,316.25,12163.68,0.00,1430.34,13594.03,7402.47
110148002,State College Area SD,Centre,7125.43,8368.47,9159.54,4725.92,343.65,14229.12,23.66,1215.12,15467.90,9827.49
124150503,Avon Grove SD,Chester,6109.10,7036.51,7552.00,3248.62,195.01,10995.63,0.00,1797.36,12792.99,7701.21
124151902,Coatesville Area SD,Chester,8611.67,9978.35,10424.63,4695.67,156.88,15277.17,0.00,1644.72,16921.89,10485.94
124152003,Downingtown Area SD,Chester,12465.98,14240.36,8123.40,3853.07,269.01,12245.49,0.00,1982.03,14227.52,8589.97
124153503,Great Valley SD,Chester,4156.76,4757.89,9671.03,5278.93,338.50,15288.46,0.00,2499.36,17787.83,11163.72
124154003,Kennett Consolidated SD,Chester,4508.90,5246.38,8404.66,4571.26,221.38,13197.30,16.12,2115.63,15329.06,9125.88
124156503,Octorara Area SD,Chester,2803.85,3212.89,9573.70,4090.42,210.75,13874.87,0.00,2026.32,15901.19,9404.21
124156603,Owen J Roberts SD,Chester,5239.63,5995.25,8020.32,5149.29,276.24,13445.84,0.00,2609.09,16054.93,9353.25
124156703,Oxford Area SD,Chester,4454.39,5180.25,7004.87,3204.67,190.78,10400.32,0.00,1719.90,12120.22,7035.10
124157203,Phoenixville Area SD,Chester,3850.60,4358.21,11351.89,5268.70,298.19,16918.77,0.00,2164.92,19083.69,12597.50
124157802,Tredyffrin-Easttown SD,Chester,6479.41,7415.20,9175.71,5301.50,279.95,14757.17,0.00,884.42,15641.60,10720.62
124158503,Unionville-Chadds Ford SD,Chester,4156.61,4816.91,8486.45,5035.32,297.51,13819.28,19.12,2328.28,16166.68,9730.90
124159002,West Chester Area SD,Chester,12495.06,14398.65,8700.45,4520.77,319.98,13541.21,55.02,1914.19,15510.42,9439.47
106160303,Allegheny-Clarion Valley SD,Clarion,825.16,986.87,9519.39,4869.78,311.19,14700.37,0.00,960.29,15660.66,7817.94
106161203,Clarion Area SD,Clarion,820.86,969.98,8116.42,4688.21,459.56,13264.19,0.00,1086.28,14350.47,8519.85
106161703,Clarion-Limestone Area SD,Clarion,1003.93,1192.06,7475.52,4045.63,215.56,11736.71,23.06,599.74,12359.51,7442.99
106166503,Keystone SD,Clarion,1120.11,1314.15,7881.53,3847.01,205.18,11933.72,0.00,346.07,12279.79,7401.53
106167504,North Clarion County SD,Clarion,638.92,747.98,7872.00,3694.10,143.64,11709.74,1.22,1006.33,12717.29,7333.51
106168003,Redbank Valley SD,Clarion,1225.68,1445.96,8497.17,3619.44,270.64,12387.25,0.00,805.15,13192.41,7833.97
106169003,Union SD,Clarion,639.74,762.81,9450.21,4798.60,377.03,14625.84,8.99,1153.80,15788.63,9215.93
110171003,Clearfield Area SD,Clearfield,2490.34,2958.43,7514.08,4262.85,233.86,12010.78,649.63,845.62,13506.03,7606.56
110171803,Curwensville Area SD,Clearfield,1178.47,1393.48,6922.88,3553.41,273.90,10750.18,3599.32,1918.96,16268.46,9657.51
106172003,Dubois Area SD,Clearfield,4320.14,5079.45,7019.60,3684.52,176.54,10880.66,0.00,721.08,11601.74,6688.08
110173003,Glendale SD,Clearfield,826.06,969.27,8181.68,4714.07,701.28,13597.03,0.00,929.73,14526.76,8255.42
110173504,Harmony Area SD,Clearfield,371.47,439.16,9150.54,5366.69,318.13,14835.36,80.76,649.42,15565.54,8512.87
110175003,Moshannon Valley SD,Clearfield,966.63,1126.52,7585.90,4062.08,302.81,11950.79,117.44,1638.64,13706.87,7361.70
110177003,Philipsburg-Osceola Area SD,Clearfield,1927.17,2266.55,7798.21,4448.42,280.94,12527.58,18.58,1772.80,14318.96,7830.03
110179003,West Branch Area SD,Clearfield,1217.74,1446.61,7992.22,3176.84,348.79,11517.85,0.00,9414.85,20932.70,7150.56
110183602,Keystone Central SD,Clinton,4688.16,5522.97,7917.97,3706.92,544.86,12169.75,0.00,1144.84,13314.59,7345.34
116191004,Benton Area SD,Columbia,737.44,868.43,7876.87,4592.74,413.05,12882.66,0.00,1435.97,14318.63,7989.47
116191103,Berwick Area SD,Columbia,3268.47,3868.90,7267.25,2909.74,256.48,10433.47,0.00,775.81,11209.28,6461.84
116191203,Bloomsburg Area SD,Columbia,1775.54,2073.40,6770.29,3348.24,301.97,10420.51,0.00,1226.70,11647.20,6788.46
116191503,Central Columbia SD,Columbia,2092.63,2411.94,6242.79,3556.25,274.42,10073.47,0.00,1456.33,11529.80,6718.31
116195004,Millville Area SD,Columbia,771.65,896.85,8183.42,4362.52,559.20,13105.14,0.00,11419.11,24524.25,8417.53
116197503,Southern Columbia Area SD,Columbia,1508.11,1769.78,7106.22,3399.54,282.51,10788.26,0.00,1160.59,11948.85,6799.96
105201033,Conneaut SD,Crawford,2530.50,2982.31,7295.18,4573.99,309.30,12178.48,0.35,1667.63,13846.47,6978.57
105201352,Crawford Central SD,Crawford,4041.96,4702.44,7665.82,3835.85,314.36,11816.03,0.00,1396.73,13212.77,7477.30
105204703,Penncrest SD,Crawford,3551.42,4208.46,8624.73,3973.62,399.24,12997.59,249.63,737.08,13984.30,7224.50
115210503,Big Spring SD,Cumberland,2889.53,3412.59,7822.99,4040.59,276.08,12139.66,0.00,1892.56,14032.22,7752.92
115211003,Camp Hill SD,Cumberland,1224.31,1398.60,7269.92,3826.24,503.24,11599.39,0.00,1379.13,12978.52,8649.10
115211103,Carlisle Area SD,Cumberland,4905.07,5691.59,7126.85,4046.83,219.74,11393.42,1.14,2472.88,13867.44,7647.59
115211603,Cumberland Valley SD,Cumberland,7872.51,9002.22,6672.63,3887.18,228.36,10788.16,26.66,1818.98,12633.80,7223.17
115212503,East Pennsboro Area SD,Cumberland,2840.54,3308.41,7317.05,3216.95,243.87,10777.87,90.09,1485.11,12353.07,7170.05
115216503,Mechanicsburg Area SD,Cumberland,3777.99,4430.76,7655.19,3537.09,405.68,11597.97,3.25,1371.77,12972.98,7833.43
115218003,Shippensburg Area SD,Cumberland,3553.09,4173.24,7100.45,2953.16,203.61,10257.22,0.00,905.43,11162.65,6629.29
115218303,South Middleton SD,Cumberland,2238.20,2631.20,7217.73,4229.88,326.89,11774.50,0.00,8233.07,20007.56,8176.49
115221402,Central Dauphin SD,Dauphin,11543.60,13160.03,7984.17,3839.87,219.54,12043.58,0.00,1600.39,13643.97,8029.79
115221753,Derry Township SD,Dauphin,3704.06,4247.63,6698.46,4483.89,313.96,11496.31,0.00,2294.02,13790.33,8095.84
115222504,Halifax Area SD,Dauphin,1203.73,1415.45,8366.18,5086.85,341.66,13794.69,0.00,881.31,14676.00,8707.49
115222752,Harrisburg City SD,Dauphin,7613.69,8825.63,10054.06,4547.76,104.46,14706.28,0.00,2003.04,16709.32,8832.37
115224003,Lower Dauphin SD,Dauphin,3959.64,4539.75,8117.03,3976.21,230.22,12323.46,0.00,1453.77,13777.23,8219.28
115226003,Middletown Area SD,Dauphin,2451.95,2888.70,8384.66,4487.56,320.19,13192.41,46.74,2202.78,15441.92,8893.18
115226103,Millersburg Area SD,Dauphin,862.44,982.89,8672.51,4018.90,298.17,12989.59,0.00,1579.31,14568.89,8835.41
115228003,Steelton-Highspire SD,Dauphin,1345.94,1520.10,9959.91,3718.19,292.19,13970.29,0.00,1995.70,15966.00,8854.21
115228303,Susquehanna Township SD,Dauphin,3117.74,3627.40,7812.28,3650.61,262.45,11725.34,0.00,930.62,12655.96,7770.71
115229003,Upper Dauphin Area SD,Dauphin,1293.05,1474.07,7644.46,3770.61,287.91,11702.97,0.00,8757.74,20460.72,7567.57
125231232,Chester-Upland SD,Delaware,7138.79,8047.84,11926.47,4378.83,82.48,16390.07,0.00,9256.23,25644.02,11401.08
125231303,Chichester SD,Delaware,3499.27,4106.76,9844.55,4655.71,398.31,14898.57,0.00,2599.16,17497.73,9929.62
125234103,Garnet Valley SD,Delaware,4861.13,5541.33,9655.12,4187.17,551.15,14393.43,0.00,2253.46,16646.90,10512.45
125234502,Haverford Township SD,Delaware,5749.57,6507.78,8537.82,4372.31,241.63,13151.76,0.00,1684.41,14836.17,9410.07
125235103,Interboro SD,Delaware,3619.92,4280.34,9658.42,4522.38,237.53,14418.33,245.09,749.61,15413.03,9927.68
