AUN,School District,County,2012-13 Average Daily Membership,2012-13 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Curr Exp
per ADM","Facilities Acquisition & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM","AIE
per WADM"
103026852,North Allegheny SD,Allegheny,8336.26,9548.40,8570.95,4240.61,363.09,13174.65,21.09,2111.06,15306.81,9383.77
103026902,North Hills SD,Allegheny,4302.47,5079.19,8489.33,4171.89,344.01,13005.24,4.67,2515.42,15525.33,8777.95
103026873,Northgate SD,Allegheny,1257.47,1458.51,9812.07,4509.11,374.44,14695.62,40.44,727.35,15463.42,9672.11
103027352,Penn Hills SD,Allegheny,4695.01,5549.72,10370.33,4971.41,259.16,15600.90,0.00,948.55,16549.45,9809.08
103021003,Pine-Richland SD,Allegheny,4716.02,5423.38,7731.75,3629.11,304.08,11664.93,41.31,1908.66,13614.90,8189.35
102027451,Pittsburgh SD,Allegheny,28218.00,32832.41,11732.80,6188.68,189.27,18110.75,100.97,2383.10,20594.82,10817.86
103027503,Plum Borough SD,Allegheny,4077.24,4821.02,7820.22,3628.10,276.42,11724.75,89.34,1779.31,13593.39,7804.81
103027753,Quaker Valley SD,Allegheny,1948.49,2228.02,10082.72,6375.23,719.93,17177.88,76.93,3917.11,21171.91,12137.82
103028203,Riverview SD,Allegheny,1055.46,1243.91,9751.79,5898.43,687.66,16337.88,231.65,1292.20,17861.73,11196.64
103028302,Shaler Area SD,Allegheny,4804.00,5659.50,8363.26,4520.01,328.70,13211.98,0.00,1581.93,14793.91,8537.58
103028653,South Allegheny SD,Allegheny,1652.07,1938.87,7000.46,3589.58,283.88,10873.92,17.97,803.61,11695.51,6809.47
103028703,South Fayette Township SD,Allegheny,2749.88,3060.63,6443.02,4355.20,428.69,11226.91,0.00,2363.00,13589.91,7494.37
103028753,South Park SD,Allegheny,2079.03,2403.40,6953.62,4003.45,359.64,11316.71,0.00,1987.71,13304.42,7504.26
103028833,Steel Valley SD,Allegheny,1921.61,2260.41,8136.16,3899.49,227.56,12263.21,0.00,1132.95,13396.16,8012.14
103028853,Sto-Rox SD,Allegheny,1709.01,1956.60,7275.02,4431.15,113.63,11819.81,0.00,918.35,12738.16,7018.12
103029203,Upper Saint Clair SD,Allegheny,4214.26,4822.94,7846.27,5024.29,310.75,13181.31,0.00,10685.42,23866.73,8861.59
103029403,West Allegheny SD,Allegheny,3298.93,3794.00,7725.40,4975.04,443.18,13143.62,29.98,2062.78,15236.38,8860.38
103029553,West Jefferson Hills SD,Allegheny,2872.47,3280.07,6957.79,4336.17,374.71,11668.66,400.44,1142.73,13211.83,7961.69
103029603,West Mifflin Area SD,Allegheny,2829.23,3351.30,8921.52,4370.86,354.68,13647.06,5.55,7108.03,20760.64,8164.92
103029803,Wilkinsburg Borough SD,Allegheny,1394.15,1592.46,12832.31,5430.85,247.52,18510.68,0.00,538.71,19049.39,12009.12
103029902,Woodland Hills SD,Allegheny,5084.54,5912.31,9633.62,3897.21,309.05,13839.88,0.00,1199.78,15039.65,8791.84
128030603,Apollo-Ridge SD,Armstrong,1415.57,1677.18,8008.38,3950.91,306.65,12265.94,98.88,1185.75,13550.56,7625.22
128030852,Armstrong SD,Armstrong,5818.49,6668.78,9025.27,4188.20,260.56,13474.02,65.34,710.27,14249.62,8221.47
128033053,Freeport Area SD,Armstrong,1962.80,2316.40,6809.31,3895.97,250.60,10955.88,102.95,1023.53,12082.36,7246.54
128034503,Leechburg Area SD,Armstrong,850.64,969.75,8485.34,4002.04,398.60,12885.98,0.00,1503.13,14389.10,8869.38
127040503,Aliquippa SD,Beaver,1313.85,1460.54,8362.30,4752.66,342.70,13457.67,0.00,2252.78,15710.45,7925.43
127040703,Ambridge Area SD,Beaver,2886.43,3340.95,7805.11,3557.95,224.72,11587.79,52.34,1792.71,13432.83,7336.54
127041203,Beaver Area SD,Beaver,2112.10,2420.31,6395.99,4224.22,308.41,10928.61,36.46,1388.70,12353.77,6982.20
127041503,Big Beaver Falls Area SD,Beaver,1737.39,2005.80,7826.89,4583.29,406.15,12816.33,148.69,909.83,13874.86,7951.67
127041603,Blackhawk SD,Beaver,2604.05,3076.06,7011.09,3671.86,417.74,11100.69,0.00,908.23,12008.92,7227.49
127042003,Central Valley SD,Beaver,2480.48,2834.77,7138.47,3775.13,308.82,11222.42,0.00,1004.14,12226.56,7496.40
127042853,Freedom Area SD,Beaver,1577.07,1857.16,6908.36,3681.35,305.41,10895.13,0.00,493.95,11389.07,7091.47
127044103,Hopewell Area SD,Beaver,2368.16,2815.52,7693.56,4165.86,353.95,12213.37,0.00,2483.05,14696.42,7870.18
127045303,Midland Borough SD,Beaver,449.55,520.34,8492.43,2980.81,98.60,11571.84,0.00,354.23,11926.07,7733.87
127045653,New Brighton Area SD,Beaver,1627.49,1910.14,7601.43,4000.07,378.03,11979.53,101.37,656.55,12737.44,7578.59
127045853,Riverside Beaver County SD,Beaver,1611.13,1893.24,7469.73,4207.15,285.17,11962.05,0.00,1130.76,13092.81,7601.22
127046903,Rochester Area SD,Beaver,873.54,1011.78,9716.54,4558.08,321.97,14596.60,0.00,1977.79,16574.39,9588.13
127047404,South Side Area SD,Beaver,1210.55,1422.95,9914.91,5893.76,550.63,16359.30,0.00,3709.42,20068.73,10756.78
127049303,Western Beaver County SD,Beaver,787.89,933.78,8822.90,4530.04,303.61,13656.54,8.60,733.55,14398.69,8589.26
108051003,Bedford Area SD,Bedford,2229.50,2639.18,7175.27,4023.01,182.61,11380.89,0.00,1218.77,12599.66,6616.51
108051503,Chestnut Ridge SD,Bedford,1605.09,1875.76,6416.41,3843.69,235.09,10495.20,172.74,927.91,11595.85,6278.34
108053003,Everett Area SD,Bedford,1352.38,1596.81,7648.13,4249.39,278.35,12175.87,0.00,1311.17,13487.05,7220.56
108056004,Northern Bedford County SD,Bedford,1044.51,1211.08,6821.16,3675.31,307.00,10803.48,8.79,517.17,11329.44,6492.88
108058003,Tussey Mountain SD,Bedford,1134.76,1298.67,7666.94,4400.90,307.32,12375.15,20.09,1657.62,14052.87,7551.42
114060503,Antietam SD,Berks,1039.48,1209.86,7628.17,4327.43,335.71,12291.31,6.28,1291.19,13588.79,8445.02
114060753,Boyertown Area SD,Berks,7343.54,8367.75,7178.73,3648.85,165.46,10993.04,0.00,1045.23,12038.27,7471.62
114060853,Brandywine Heights Area SD,Berks,1663.39,1970.72,8966.44,4627.43,325.96,13919.83,6.83,2098.14,16024.80,9083.16
114061103,Conrad Weiser Area SD,Berks,2767.07,3262.26,8758.54,3903.17,270.98,12932.69,0.00,6065.53,18998.22,7913.04
114061503,Daniel Boone Area SD,Berks,3716.96,4331.20,7632.28,3810.08,168.07,11610.44,0.00,1876.22,13486.66,7675.35
114062003,Exeter Township SD,Berks,4300.71,5049.62,8312.48,3739.35,288.30,12340.14,14.22,10768.79,23123.15,8524.73
114062503,Fleetwood Area SD,Berks,2696.17,3162.68,7791.96,3813.38,210.60,11815.94,0.00,2096.89,13912.83,7966.15
114063003,Governor Mifflin SD,Berks,4267.19,4994.89,7946.45,3880.89,334.96,12162.30,0.04,1631.33,13793.68,8311.38
114063503,Hamburg Area SD,Berks,2415.31,2842.18,7943.08,4281.82,271.17,12496.06,0.00,2128.51,14624.58,8354.28
114064003,Kutztown Area SD,Berks,1496.96,1771.68,10375.75,5604.05,383.42,16363.22,0.00,6842.07,23205.29,11097.62
114065503,Muhlenberg SD,Berks,3558.72,4209.30,7249.06,3489.79,360.58,11099.44,0.00,2304.17,13403.61,7490.53
114066503,Oley Valley SD,Berks,1786.18,2059.53,8817.97,4659.50,365.84,13843.31,0.00,1725.06,15568.37,9329.73
114067002,Reading SD,Berks,18354.60,20915.96,6716.10,3167.40,135.59,10019.09,0.00,1318.80,11337.89,6243.39
114067503,Schuylkill Valley SD,Berks,1993.98,2345.90,9668.42,4243.82,508.18,14420.42,0.00,2199.66,16620.09,9780.14
114068003,Tulpehocken Area SD,Berks,1518.76,1784.61,9896.32,5380.49,306.69,15583.51,0.00,6508.69,22092.20,10283.09
114068103,Twin Valley SD,Berks,3510.46,4090.47,8059.98,3613.14,223.35,11896.46,5.74,1756.71,13658.91,7751.93
114069103,Wilson SD,Berks,5953.98,6984.41,7752.35,3800.88,330.59,11883.82,0.00,2756.23,14640.05,8142.58
114069353,Wyomissing Area SD,Berks,1932.96,2277.59,8028.43,4702.53,389.27,13120.24,0.00,2318.58,15438.81,8941.04
108070502,Altoona Area SD,Blair,7930.55,9244.98,6374.19,3452.11,236.53,10062.83,0.00,507.29,10570.11,5773.80
108071003,Bellwood-Antis SD,Blair,1268.10,1484.71,6481.40,3820.19,413.42,10715.01,0.00,1561.94,12276.95,7316.72
108071504,Claysburg-Kimmel SD,Blair,883.57,1028.97,6505.83,3796.79,228.29,10530.91,0.00,1296.91,11827.82,6484.82
108073503,Hollidaysburg Area SD,Blair,3476.94,4081.26,6849.70,3845.78,273.10,10968.58,0.00,1480.05,12448.62,7220.99
108077503,Spring Cove SD,Blair,1893.55,2199.06,6605.87,3376.47,201.72,10184.05,112.06,795.82,11091.93,6608.37
108078003,Tyrone Area SD,Blair,1861.79,2139.80,6303.19,3839.33,257.81,10400.33,12.81,2875.75,13288.90,6061.76
108079004,Williamsburg Community SD,Blair,521.10,608.12,6493.32,4532.38,431.49,11457.19,4.61,1335.97,12797.77,7115.82
117080503,Athens Area SD,Bradford,2210.87,2589.98,8652.98,4243.27,205.87,13102.12,0.00,1638.22,14740.35,8185.77
117081003,Canton Area SD,Bradford,1032.22,1204.05,7878.65,3914.86,263.12,12056.63,14.42,1052.52,13123.57,7539.42
117083004,Northeast Bradford SD,Bradford,852.85,996.03,8106.75,5113.37,266.53,13486.65,0.00,784.49,14271.13,8564.23
117086003,Sayre Area SD,Bradford,1131.07,1293.06,8897.18,4609.79,532.13,14039.11,9.36,1141.14,15189.61,9618.40
117086503,Towanda Area SD,Bradford,1609.03,1844.97,7748.18,3743.70,337.97,11829.85,427.43,1544.44,13801.72,7241.35
117086653,Troy Area SD,Bradford,1585.58,1857.53,7324.45,4211.16,289.31,11824.92,2.06,1568.06,13395.04,7125.56
117089003,Wyalusing Area SD,Bradford,1422.38,1665.45,8883.67,4114.26,244.75,13242.68,3.58,7763.94,21010.21,8422.94
122091002,Bensalem Township SD,Bucks,7333.06,8560.58,10206.40,4731.13,182.98,15120.51,0.00,1245.36,16365.87,10333.78
122091303,Bristol Borough SD,Bucks,1316.74,1496.52,10086.97,3189.98,204.66,13481.62,210.32,1986.70,15678.63,10259.80
122091352,Bristol Township SD,Bucks,7054.42,8234.52,11106.86,5100.51,177.41,16384.78,0.00,577.67,16962.45,11037.84
122092002,Centennial SD,Bucks,5774.05,6647.06,9742.11,4598.27,202.31,14542.68,0.00,2457.49,17000.17,10227.78
122092102,Central Bucks SD,Bucks,20000.46,23154.87,7444.72,3710.17,269.07,11423.95,0.00,3305.46,14729.42,7650.25
122092353,Council Rock SD,Bucks,11513.33,13404.75,11168.61,4382.96,265.52,15817.08,0.00,1844.05,17661.13,11019.53
122097203,Morrisville Borough SD,Bucks,1005.60,1144.26,13017.86,3855.35,353.47,17226.67,0.00,1150.65,18377.32,11441.03
122097502,Neshaminy SD,Bucks,9346.64,10741.83,10510.73,4377.17,177.69,15065.59,42.84,3131.55,18239.98,10538.18
122097604,New Hope-Solebury SD,Bucks,1590.72,1870.93,11159.37,6876.25,464.90,18500.52,8.82,2546.42,21055.76,13349.81
122098003,Palisades SD,Bucks,1818.27,2119.59,10750.54,6286.09,540.54,17577.17,112.30,1363.62,19053.10,12021.90
122098103,Pennridge SD,Bucks,7593.72,8706.13,8802.30,3976.93,177.65,12956.87,183.19,7593.34,20733.41,9286.72
122098202,Pennsbury SD,Bucks,11099.56,12756.34,10163.06,4232.82,114.33,14510.20,1.37,1100.73,15612.30,10892.37
122098403,Quakertown Community SD,Bucks,5598.43,6345.19,9723.55,4857.30,152.32,14733.17,0.00,1490.66,16223.83,10506.72
104101252,Butler Area SD,Butler,7663.78,8788.13,7147.32,3403.92,171.97,10723.21,0.00,1056.95,11780.16,6854.80
104103603,Karns City Area SD,Butler,1645.48,1944.88,7448.78,3838.60,243.18,11530.55,141.24,639.18,12310.97,7074.30
104105003,Mars Area SD,Butler,3337.56,3833.48,5874.06,3537.39,298.07,9709.52,0.00,1678.36,11387.89,6754.86
104105353,Moniteau SD,Butler,1503.18,1735.62,6678.85,4305.98,711.11,11695.94,7.38,1191.62,12894.95,7227.79
104107903,Seneca Valley SD,Butler,7407.30,8460.02,7853.46,3314.67,226.22,11394.35,0.00,1257.52,12651.86,7667.25
104107503,Slippery Rock Area SD,Butler,2239.72,2628.86,7878.13,3398.79,301.93,11578.85,0.00,963.79,12542.64,7707.30
104107803,South Butler County SD,Butler,2688.78,3153.43,6503.39,4050.21,336.19,10889.79,0.00,1100.93,11990.72,6974.58
108110603,Blacklick Valley SD,Cambria,680.96,791.64,7475.86,4286.15,480.05,12242.06,0.00,31.14,12273.19,7726.10
108111203,Cambria Heights SD,Cambria,1488.10,1753.15,7690.58,3895.66,328.40,11914.63,33.55,629.38,12577.56,7420.54
108111303,Central Cambria SD,Cambria,1751.42,2058.83,6656.58,3381.32,222.97,10260.87,0.00,747.55,11008.42,6186.13
108111403,Conemaugh Valley SD,Cambria,904.42,1065.87,6437.06,3761.51,374.06,10572.63,0.00,592.47,11165.10,6460.76
108112003,Ferndale Area SD,Cambria,768.77,880.77,6981.98,4476.60,242.14,11700.73,0.00,986.43,12687.16,7444.08
108112203,Forest Hills SD,Cambria,1980.85,2297.76,7023.49,3743.60,390.51,11157.60,0.00,671.43,11829.03,7422.03
108112502,Greater Johnstown SD,Cambria,3145.68,3605.06,9048.41,3594.64,282.93,12925.98,601.22,1212.96,14740.16,7637.49
108114503,Northern Cambria SD,Cambria,1193.92,1398.38,7955.02,4140.02,323.34,12418.37,0.00,612.22,13030.59,7653.42
108116003,Penn Cambria SD,Cambria,1785.54,2083.23,6858.41,3887.94,256.44,11002.80,0.00,924.73,11927.53,6649.01
108116303,Portage Area SD,Cambria,947.64,1061.04,6527.53,4080.20,486.57,11094.30,0.00,849.77,11944.07,7423.07
108116503,Richland SD,Cambria,1619.11,1903.00,6203.83,3256.47,470.39,9930.69,0.00,1956.70,11887.39,6605.53
108118503,Westmont Hilltop SD,Cambria,1611.85,1889.91,7263.17,3421.22,367.64,11052.03,292.54,606.77,11951.34,7699.41
109122703,Cameron County SD,Cameron,707.86,835.99,9641.86,4583.92,457.11,14682.88,0.00,2000.97,16683.85,9431.68
121135003,Jim Thorpe Area SD,Carbon,2268.32,2665.01,9149.26,4426.64,318.81,13894.70,0.00,1654.52,15549.22,9016.98
121135503,Lehighton Area SD,Carbon,2455.05,2858.93,8912.97,3870.01,329.17,13112.15,254.12,844.13,14210.40,8751.13
121136503,Palmerton Area SD,Carbon,2024.14,2318.37,7973.23,3259.88,306.52,11539.64,0.00,804.23,12343.87,7428.41
121136603,Panther Valley SD,Carbon,1793.82,1945.84,8517.05,3465.99,245.53,12228.58,0.00,2662.61,14891.19,8310.30
121139004,Weatherly Area SD,Carbon,676.60,803.21,9758.32,5693.92,319.44,15771.68,0.00,2954.17,18725.85,10396.63
110141003,Bald Eagle Area SD,Centre,1824.83,2148.69,8069.92,4749.46,325.35,13144.73,0.00,2318.27,15463.00,8488.81
110141103,Bellefonte Area SD,Centre,2944.31,3425.87,7862.24,4583.99,203.39,12649.62,0.00,967.15,13616.78,8487.64
110147003,Penns Valley Area SD,Centre,1545.54,1796.52,7895.45,4480.30,309.39,12685.13,0.00,2800.14,15485.27,7973.45
110148002,State College Area SD,Centre,7097.59,8327.93,9383.12,4792.47,346.44,14522.02,7.35,2360.20,16889.58,10060.46
124150503,Avon Grove SD,Chester,6004.26,6941.39,7775.37,3049.66,156.85,10981.87,0.00,1181.97,12163.84,7623.70
124151902,Coatesville Area SD,Chester,8926.28,10329.39,9264.48,4132.20,150.19,13546.87,0.00,1865.38,15412.25,9246.11
124152003,Downingtown Area SD,Chester,12682.30,14499.11,8087.37,3758.97,268.56,12114.91,122.86,3780.26,16018.03,8412.42
124153503,Great Valley SD,Chester,4132.67,4738.17,10543.56,5121.82,287.69,15953.07,0.00,2376.83,18329.90,11286.57
124154003,Kennett Consolidated SD,Chester,4503.75,5247.29,9015.63,4722.92,244.99,13983.54,0.00,1723.68,15707.22,9645.66
124156503,Octorara Area SD,Chester,2726.46,3207.78,9775.95,4130.81,189.48,14096.24,0.00,2192.60,16288.85,9260.66
124156603,Owen J Roberts SD,Chester,5333.44,6078.38,8289.32,5147.41,276.79,13713.52,0.00,2309.04,16022.56,9307.49
124156703,Oxford Area SD,Chester,4287.82,5055.14,7554.99,3350.25,180.52,11085.76,0.00,2268.90,13354.65,7688.55
124157203,Phoenixville Area SD,Chester,3966.25,4460.35,10839.44,5035.78,388.04,16263.26,0.00,3052.15,19315.41,11666.21
124157802,Tredyffrin-Easttown SD,Chester,6627.29,7588.92,9518.87,5307.33,272.29,15098.50,0.00,2541.29,17639.79,10707.76
124158503,Unionville-Chadds Ford SD,Chester,4119.93,4780.83,9371.01,5288.75,256.06,14915.82,0.00,2255.91,17171.73,10480.21
124159002,West Chester Area SD,Chester,12475.70,14333.43,9060.48,4415.72,333.42,13809.62,52.12,2052.35,15914.10,9615.35
106160303,Allegheny-Clarion Valley SD,Clarion,740.47,880.25,11083.05,5856.09,381.64,17320.78,20.09,1088.18,18429.05,8542.79
106161203,Clarion Area SD,Clarion,829.79,986.43,7973.17,4592.37,485.78,13051.32,0.00,1166.40,14217.73,8463.08
106161703,Clarion-Limestone Area SD,Clarion,917.71,1083.56,7985.92,4468.86,227.09,12681.87,0.00,4258.08,16939.95,7743.49
106166503,Keystone SD,Clarion,1087.10,1274.36,8543.38,4002.48,175.14,12721.00,0.00,525.45,13246.45,7908.21
106167504,North Clarion County SD,Clarion,598.39,702.72,7325.64,3975.65,156.93,11458.21,6.28,1021.49,12485.98,6972.18
106168003,Redbank Valley SD,Clarion,1169.35,1372.15,8705.92,3619.55,257.93,12583.39,0.00,1846.08,14429.47,7661.72
106169003,Union SD,Clarion,648.21,763.38,8648.11,4862.87,362.26,13873.24,34.51,1142.94,15050.69,8772.44
110171003,Clearfield Area SD,Clearfield,2389.69,2825.62,7074.93,4411.74,227.49,11714.15,0.00,1113.12,12827.27,7000.10
110171803,Curwensville Area SD,Clearfield,1137.18,1348.01,7595.74,3961.78,269.04,11826.57,733.12,1261.29,13820.98,7858.13
106172003,Dubois Area SD,Clearfield,4167.50,4899.49,7725.24,4104.22,183.61,12013.08,0.00,889.52,12902.60,7414.23
110173003,Glendale SD,Clearfield,828.76,975.01,8548.15,4858.26,473.60,13880.02,0.00,1154.21,15034.23,7896.29
110173504,Harmony Area SD,Clearfield,332.29,391.15,10847.90,5657.12,391.15,16896.17,37.66,1562.44,18496.28,9396.10
110175003,Moshannon Valley SD,Clearfield,951.12,1112.72,6582.56,4225.10,308.88,11116.53,3.64,2057.77,13177.94,6647.28
110177003,Philipsburg-Osceola Area SD,Clearfield,1856.29,2182.71,8196.64,4770.24,274.80,13241.68,0.00,2082.81,15324.49,8001.33
110179003,West Branch Area SD,Clearfield,1130.43,1338.52,8812.66,3776.55,289.89,12879.09,0.00,923.08,13802.17,8197.13
110183602,Keystone Central SD,Clinton,4557.86,5360.28,8084.94,3758.71,443.46,12287.11,0.00,1023.64,13310.75,7543.19
116191004,Benton Area SD,Columbia,743.86,871.62,7390.94,4615.22,285.53,12291.69,0.00,1790.22,14081.91,7796.82
116191103,Berwick Area SD,Columbia,3232.19,3775.73,7889.77,3616.97,224.72,11731.46,0.00,365.28,12096.75,7606.09
116191203,Bloomsburg Area SD,Columbia,1746.18,2041.40,6661.36,3425.55,291.98,10378.88,0.00,1189.75,11568.64,6836.67
116191503,Central Columbia SD,Columbia,2051.35,2425.21,6833.83,3730.61,253.27,10817.71,0.00,7379.09,18196.79,7102.27
116195004,Millville Area SD,Columbia,744.50,866.82,7889.71,4616.26,273.63,12779.59,0.00,1431.00,14210.59,8373.23
116197503,Southern Columbia Area SD,Columbia,1513.85,1770.37,6910.85,3384.63,267.75,10563.23,0.00,946.05,11509.27,6766.17
105201033,Conneaut SD,Crawford,2329.42,2747.11,7296.21,5028.21,289.73,12614.15,0.00,1405.21,14019.36,7014.24
105201352,Crawford Central SD,Crawford,3999.55,4663.46,7311.97,3809.45,273.49,11394.91,0.00,1354.44,12749.35,7099.67
105204703,Penncrest SD,Crawford,3384.36,4029.38,8839.54,4118.80,375.94,13334.29,177.09,714.14,14225.52,7459.86
115210503,Big Spring SD,Cumberland,2781.19,3292.65,8448.16,4160.30,294.23,12902.68,0.00,2255.54,15158.22,8288.33
115211003,Camp Hill SD,Cumberland,1277.59,1452.76,7443.40,3768.65,623.64,11835.69,0.00,9838.04,21673.73,8642.70
115211103,Carlisle Area SD,Cumberland,5087.53,5884.20,6865.45,3925.69,215.44,11006.58,26.42,2279.73,13312.73,7329.24
115211603,Cumberland Valley SD,Cumberland,8187.33,9344.69,6556.86,3737.37,243.91,10538.14,8.83,2343.99,12890.97,7103.50
115212503,East Pennsboro Area SD,Cumberland,2818.81,3292.92,7126.10,3205.34,230.30,10561.74,32.22,1428.84,12022.80,7031.46
115216503,Mechanicsburg Area SD,Cumberland,3781.50,4436.12,8012.40,3595.06,396.16,12003.62,3.25,2293.03,14299.90,8078.72
115218003,Shippensburg Area SD,Cumberland,3514.48,4118.03,7257.00,2946.57,201.55,10405.12,0.00,878.19,11283.30,6806.21
115218303,South Middleton SD,Cumberland,2202.71,2583.36,7783.24,4154.81,296.41,12234.46,0.00,1236.35,13470.81,8340.00
115221402,Central Dauphin SD,Dauphin,11736.02,13331.79,7795.03,3719.44,222.71,11737.18,0.00,1865.62,13602.80,7888.34
115221753,Derry Township SD,Dauphin,3667.76,4224.17,7606.76,4415.69,320.13,12342.58,203.62,2431.17,14977.38,8401.48
115222504,Halifax Area SD,Dauphin,1143.37,1336.13,8227.27,4785.02,306.72,13319.01,0.00,1041.58,14360.59,8340.38
115222752,Harrisburg City SD,Dauphin,7073.11,7915.24,10282.85,4461.07,111.44,14855.36,0.00,2291.04,17146.40,8914.77
115224003,Lower Dauphin SD,Dauphin,3905.99,4476.54,7969.15,3839.27,237.44,12045.86,0.00,2038.80,14084.66,8003.42
115226003,Middletown Area SD,Dauphin,2319.03,2717.27,8524.11,4794.80,382.71,13701.63,16.21,3580.42,17298.25,9019.43
115226103,Millersburg Area SD,Dauphin,861.79,972.51,8549.04,4344.69,351.01,13244.74,90.50,1066.69,14401.93,8729.61
115228003,Steelton-Highspire SD,Dauphin,1478.31,1668.01,7927.38,3939.62,241.94,12108.93,0.00,1561.40,13670.33,7411.86
115228303,Susquehanna Township SD,Dauphin,3005.20,3571.35,8548.04,3917.06,274.35,12739.45,0.00,1247.18,13986.63,8428.70
115229003,Upper Dauphin Area SD,Dauphin,1276.04,1492.51,8100.04,3556.32,233.50,11889.86,0.00,1095.46,12985.32,7407.16
125231232,Chester-Upland SD,Delaware,7004.83,7994.33,11757.27,2974.82,84.72,14816.81,0.00,874.06,15690.86,10462.35
125231303,Chichester SD,Delaware,3485.26,4052.33,10089.29,5212.25,377.06,15678.60,0.00,2361.02,18039.62,10429.47
125234103,Garnet Valley SD,Delaware,4835.43,5537.98,10097.44,4190.32,592.23,14879.99,0.00,2728.48,17608.47,10662.82
125234502,Haverford Township SD,Delaware,5777.63,6532.31,9708.06,4576.65,225.59,14510.31,0.00,1664.48,16174.79,10342.99
125235103,Interboro SD,Delaware,3552.18,4188.24,9362.26,4464.49,234.96,14061.71,268.22,543.13,14873.06,9488.25
